"naringsregion_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"67","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"68","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"69","toaar","1","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"70","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"71","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"72","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"73","toaar","1","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"74","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"75","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"76","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"77","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"78","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"79","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"80","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"81","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"82","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"83","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"99","toaar","1","ledig_tiltak","2013","prosent","17","intro_status_arbutd"
"01","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"02","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"03","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"04","toaar","1","annet","2013","prosent","16","intro_status_arbutd"
"05","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"06","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"07","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"08","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"09","toaar","1","annet","2013","prosent","16","intro_status_arbutd"
"10","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"11","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"12","toaar","1","annet","2013","prosent","16","intro_status_arbutd"
"13","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"14","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"15","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"16","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"17","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"18","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"19","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"20","toaar","1","annet","2013","prosent","9","intro_status_arbutd"
"21","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"22","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"23","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"24","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"25","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"26","toaar","1","annet","2013","prosent","19","intro_status_arbutd"
"27","toaar","1","annet","2013","prosent","21","intro_status_arbutd"
"28","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"29","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"30","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"31","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"32","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"33","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"34","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"35","toaar","1","annet","2013","prosent","19","intro_status_arbutd"
"36","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"37","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"38","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"39","toaar","1","annet","2013","prosent","16","intro_status_arbutd"
"40","toaar","1","annet","2013","prosent","21","intro_status_arbutd"
"41","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"42","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"43","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"44","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"45","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"46","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"47","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"48","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"49","toaar","1","annet","2013","prosent","23","intro_status_arbutd"
"50","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"51","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"52","toaar","1","annet","2013","prosent","26","intro_status_arbutd"
"53","toaar","1","annet","2013","prosent","38","intro_status_arbutd"
"54","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"55","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"56","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"57","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"58","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"59","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"60","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"61","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"62","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"63","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"64","toaar","1","annet","2013","prosent","20","intro_status_arbutd"
"65","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"66","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"67","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"68","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"69","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"70","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"71","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"72","toaar","1","annet","2013","prosent","25","intro_status_arbutd"
"73","toaar","1","annet","2013","prosent","10","intro_status_arbutd"
"74","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"75","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"76","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"77","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"78","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"79","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"80","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"81","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"82","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"83","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"99","toaar","1","annet","2013","prosent","17","intro_status_arbutd"
"01","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"02","toaar","0","alle","2013","personer","15","intro_status_arbutd"
"03","toaar","0","alle","2013","personer","14","intro_status_arbutd"
"04","toaar","0","alle","2013","personer","33","intro_status_arbutd"
"05","toaar","0","alle","2013","personer","35","intro_status_arbutd"
"06","toaar","0","alle","2013","personer","30","intro_status_arbutd"
"07","toaar","0","alle","2013","personer","45","intro_status_arbutd"
"08","toaar","0","alle","2013","personer","19","intro_status_arbutd"
"09","toaar","0","alle","2013","personer","152","intro_status_arbutd"
"10","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"11","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"12","toaar","0","alle","2013","personer","32","intro_status_arbutd"
"13","toaar","0","alle","2013","personer","17","intro_status_arbutd"
"14","toaar","0","alle","2013","personer","29","intro_status_arbutd"
"15","toaar","0","alle","2013","personer","15","intro_status_arbutd"
"16","toaar","0","alle","2013","personer","14","intro_status_arbutd"
"17","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"18","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"19","toaar","0","alle","2013","personer","9","intro_status_arbutd"
"20","toaar","0","alle","2013","personer","77","intro_status_arbutd"
"21","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"22","toaar","0","alle","2013","personer","10","intro_status_arbutd"
"23","toaar","0","alle","2013","personer","7","intro_status_arbutd"
"24","toaar","0","alle","2013","personer","8","intro_status_arbutd"
"25","toaar","0","alle","2013","personer","30","intro_status_arbutd"
"26","toaar","0","alle","2013","personer","21","intro_status_arbutd"
"27","toaar","0","alle","2013","personer","69","intro_status_arbutd"
"28","toaar","0","alle","2013","personer","10","intro_status_arbutd"
"29","toaar","0","alle","2013","personer","9","intro_status_arbutd"
"30","toaar","0","alle","2013","personer","7","intro_status_arbutd"
"31","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"32","toaar","0","alle","2013","personer","32","intro_status_arbutd"
"33","toaar","0","alle","2013","personer","13","intro_status_arbutd"
"34","toaar","0","alle","2013","personer","15","intro_status_arbutd"
"35","toaar","0","alle","2013","personer","65","intro_status_arbutd"
"36","toaar","0","alle","2013","personer","5","intro_status_arbutd"
"37","toaar","0","alle","2013","personer","22","intro_status_arbutd"
"38","toaar","0","alle","2013","personer","4","intro_status_arbutd"
"39","toaar","0","alle","2013","personer","61","intro_status_arbutd"
"40","toaar","0","alle","2013","personer","95","intro_status_arbutd"
"41","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"42","toaar","0","alle","2013","personer","4","intro_status_arbutd"
"43","toaar","0","alle","2013","personer","7","intro_status_arbutd"
"44","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"45","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"46","toaar","0","alle","2013","personer","27","intro_status_arbutd"
"47","toaar","0","alle","2013","personer","17","intro_status_arbutd"
"48","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"49","toaar","0","alle","2013","personer","13","intro_status_arbutd"
"50","toaar","0","alle","2013","personer","12","intro_status_arbutd"
"51","toaar","0","alle","2013","personer","11","intro_status_arbutd"
"52","toaar","0","alle","2013","personer","22","intro_status_arbutd"
"53","toaar","0","alle","2013","personer","13","intro_status_arbutd"
"54","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"55","toaar","0","alle","2013","personer","15","intro_status_arbutd"
"56","toaar","0","alle","2013","personer","16","intro_status_arbutd"
"57","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"58","toaar","0","alle","2013","personer","4","intro_status_arbutd"
"59","toaar","0","alle","2013","personer","7","intro_status_arbutd"
"60","toaar","0","alle","2013","personer","8","intro_status_arbutd"
"61","toaar","0","alle","2013","personer","75","intro_status_arbutd"
"62","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"63","toaar","0","alle","2013","personer","10","intro_status_arbutd"
"64","toaar","0","alle","2013","personer","32","intro_status_arbutd"
"65","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"66","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"67","toaar","0","alle","2013","personer","11","intro_status_arbutd"
"68","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"69","toaar","0","alle","2013","personer","12","intro_status_arbutd"
"70","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"71","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"72","toaar","0","alle","2013","personer","13","intro_status_arbutd"
"73","toaar","0","alle","2013","personer","41","intro_status_arbutd"
"74","toaar","0","alle","2013","personer","12","intro_status_arbutd"
"75","toaar","0","alle","2013","personer","13","intro_status_arbutd"
"76","toaar","0","alle","2013","personer","29","intro_status_arbutd"
"77","toaar","0","alle","2013","personer","4","intro_status_arbutd"
"78","toaar","0","alle","2013","personer","8","intro_status_arbutd"
"79","toaar","0","alle","2013","personer","25","intro_status_arbutd"
"80","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"81","toaar","0","alle","2013","personer","28","intro_status_arbutd"
"82","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"83","toaar","0","alle","2013","personer","13","intro_status_arbutd"
"99","toaar","0","alle","2013","personer","19","intro_status_arbutd"
"01","toaar","0","alle","2013","prosent","0","intro_status_arbutd"
"02","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"03","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"04","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"05","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"06","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"07","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"08","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"09","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"10","toaar","0","alle","2013","prosent",":","intro_status_arbutd"
"11","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"12","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"13","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"14","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"15","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"16","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"17","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"18","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"19","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"20","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"21","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"22","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"23","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"24","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"25","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"26","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"27","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"28","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"29","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"30","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"31","toaar","0","alle","2013","prosent",":","intro_status_arbutd"
"32","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"33","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"34","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"35","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"36","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"37","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"38","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"39","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"40","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"41","toaar","0","alle","2013","prosent",":","intro_status_arbutd"
"42","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"43","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"44","toaar","0","alle","2013","prosent","0","intro_status_arbutd"
"45","toaar","0","alle","2013","prosent","0","intro_status_arbutd"
