"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"0128","alle","1","personer","86","2013","barnehagedeltakelse"
"0135","alle","1","personer","72","2013","barnehagedeltakelse"
"0136","alle","1","personer","164","2013","barnehagedeltakelse"
"0137","alle","1","personer","67","2013","barnehagedeltakelse"
"0138","alle","1","personer","63","2013","barnehagedeltakelse"
"0211","alle","1","personer","206","2013","barnehagedeltakelse"
"0213","alle","1","personer","381","2013","barnehagedeltakelse"
"0214","alle","1","personer","235","2013","barnehagedeltakelse"
"0215","alle","1","personer","149","2013","barnehagedeltakelse"
"0216","alle","1","personer","204","2013","barnehagedeltakelse"
"0217","alle","1","personer","305","2013","barnehagedeltakelse"
"0219","alle","1","personer","1583","2013","barnehagedeltakelse"
"0220","alle","1","personer","694","2013","barnehagedeltakelse"
"0221","alle","1","personer","177","2013","barnehagedeltakelse"
"0226","alle","1","personer","235","2013","barnehagedeltakelse"
"0227","alle","1","personer","118","2013","barnehagedeltakelse"
"0228","alle","1","personer","225","2013","barnehagedeltakelse"
"0229","alle","1","personer","129","2013","barnehagedeltakelse"
"0230","alle","1","personer","361","2013","barnehagedeltakelse"
"0231","alle","1","personer","588","2013","barnehagedeltakelse"
"0233","alle","1","personer","274","2013","barnehagedeltakelse"
"0234","alle","1","personer","72","2013","barnehagedeltakelse"
"0235","alle","1","personer","446","2013","barnehagedeltakelse"
"0236","alle","1","personer","226","2013","barnehagedeltakelse"
"0237","alle","1","personer","283","2013","barnehagedeltakelse"
"0238","alle","1","personer","135","2013","barnehagedeltakelse"
"0239","alle","1","personer","28","2013","barnehagedeltakelse"
"0301","alle","1","personer","9255","2013","barnehagedeltakelse"
"0402","alle","1","personer","160","2013","barnehagedeltakelse"
"0403","alle","1","personer","304","2013","barnehagedeltakelse"
"0412","alle","1","personer","357","2013","barnehagedeltakelse"
"0415","alle","1","personer","82","2013","barnehagedeltakelse"
"0417","alle","1","personer","209","2013","barnehagedeltakelse"
"0418","alle","1","personer","52","2013","barnehagedeltakelse"
"0419","alle","1","personer","86","2013","barnehagedeltakelse"
"0420","alle","1","personer","50","2013","barnehagedeltakelse"
"0423","alle","1","personer","31","2013","barnehagedeltakelse"
"0425","alle","1","personer","48","2013","barnehagedeltakelse"
"0426","alle","1","personer","33","2013","barnehagedeltakelse"
"0427","alle","1","personer","232","2013","barnehagedeltakelse"
"0428","alle","1","personer","49","2013","barnehagedeltakelse"
"0429","alle","1","personer","46","2013","barnehagedeltakelse"
"0430","alle","1","personer","24","2013","barnehagedeltakelse"
"0432","alle","1","personer","10","2013","barnehagedeltakelse"
"0434","alle","1","personer","8","2013","barnehagedeltakelse"
"0436","alle","1","personer","16","2013","barnehagedeltakelse"
"0437","alle","1","personer","54","2013","barnehagedeltakelse"
"0438","alle","1","personer","36","2013","barnehagedeltakelse"
"0439","alle","1","personer","21","2013","barnehagedeltakelse"
"0441","alle","1","personer","11","2013","barnehagedeltakelse"
"0501","alle","1","personer","265","2013","barnehagedeltakelse"
"0502","alle","1","personer","313","2013","barnehagedeltakelse"
"0511","alle","1","personer","23","2013","barnehagedeltakelse"
"0512","alle","1","personer","12","2013","barnehagedeltakelse"
"0513","alle","1","personer","8","2013","barnehagedeltakelse"
"0514","alle","1","personer","15","2013","barnehagedeltakelse"
"0515","alle","1","personer","41","2013","barnehagedeltakelse"
"0516","alle","1","personer","55","2013","barnehagedeltakelse"
"0517","alle","1","personer","49","2013","barnehagedeltakelse"
"0519","alle","1","personer","30","2013","barnehagedeltakelse"
"0520","alle","1","personer","39","2013","barnehagedeltakelse"
"0521","alle","1","personer","43","2013","barnehagedeltakelse"
"0522","alle","1","personer","59","2013","barnehagedeltakelse"
"0528","alle","1","personer","156","2013","barnehagedeltakelse"
"0529","alle","1","personer","143","2013","barnehagedeltakelse"
"0532","alle","1","personer","68","2013","barnehagedeltakelse"
"0533","alle","1","personer","101","2013","barnehagedeltakelse"
"0534","alle","1","personer","130","2013","barnehagedeltakelse"
"0536","alle","1","personer","53","2013","barnehagedeltakelse"
"0538","alle","1","personer","63","2013","barnehagedeltakelse"
"0540","alle","1","personer","27","2013","barnehagedeltakelse"
"0541","alle","1","personer","12","2013","barnehagedeltakelse"
"0542","alle","1","personer","57","2013","barnehagedeltakelse"
"0543","alle","1","personer","18","2013","barnehagedeltakelse"
"0544","alle","1","personer","21","2013","barnehagedeltakelse"
"0545","alle","1","personer","19","2013","barnehagedeltakelse"
"0602","alle","1","personer","799","2013","barnehagedeltakelse"
"0604","alle","1","personer","315","2013","barnehagedeltakelse"
"0605","alle","1","personer","267","2013","barnehagedeltakelse"
"0612","alle","1","personer","97","2013","barnehagedeltakelse"
"0615","alle","1","personer","9","2013","barnehagedeltakelse"
"0616","alle","1","personer","24","2013","barnehagedeltakelse"
"0617","alle","1","personer","46","2013","barnehagedeltakelse"
"0618","alle","1","personer","26","2013","barnehagedeltakelse"
"0619","alle","1","personer","44","2013","barnehagedeltakelse"
"0620","alle","1","personer","32","2013","barnehagedeltakelse"
"0621","alle","1","personer","28","2013","barnehagedeltakelse"
"0622","alle","1","personer","32","2013","barnehagedeltakelse"
"0623","alle","1","personer","148","2013","barnehagedeltakelse"
"0624","alle","1","personer","209","2013","barnehagedeltakelse"
"0625","alle","1","personer","291","2013","barnehagedeltakelse"
"0626","alle","1","personer","311","2013","barnehagedeltakelse"
"0627","alle","1","personer","258","2013","barnehagedeltakelse"
"0628","alle","1","personer","98","2013","barnehagedeltakelse"
"0631","alle","1","personer","27","2013","barnehagedeltakelse"
"0632","alle","1","personer","7","2013","barnehagedeltakelse"
"0633","alle","1","personer","13","2013","barnehagedeltakelse"
"0701","alle","1","personer","266","2013","barnehagedeltakelse"
"0702","alle","1","personer","114","2013","barnehagedeltakelse"
"0704","alle","1","personer","473","2013","barnehagedeltakelse"
"0706","alle","1","personer","488","2013","barnehagedeltakelse"
"0709","alle","1","personer","424","2013","barnehagedeltakelse"
"0711","alle","1","personer","62","2013","barnehagedeltakelse"
"0713","alle","1","personer","103","2013","barnehagedeltakelse"
"0714","alle","1","personer","26","2013","barnehagedeltakelse"
"0716","alle","1","personer","86","2013","barnehagedeltakelse"
"0719","alle","1","personer","65","2013","barnehagedeltakelse"
"0720","alle","1","personer","128","2013","barnehagedeltakelse"
"0722","alle","1","personer","235","2013","barnehagedeltakelse"
"0723","alle","1","personer","38","2013","barnehagedeltakelse"
"0728","alle","1","personer","24","2013","barnehagedeltakelse"
"0805","alle","1","personer","349","2013","barnehagedeltakelse"
"0806","alle","1","personer","618","2013","barnehagedeltakelse"
"0807","alle","1","personer","135","2013","barnehagedeltakelse"
"0811","alle","1","personer","26","2013","barnehagedeltakelse"
"0814","alle","1","personer","126","2013","barnehagedeltakelse"
"0815","alle","1","personer","90","2013","barnehagedeltakelse"
"0817","alle","1","personer","38","2013","barnehagedeltakelse"
"0819","alle","1","personer","71","2013","barnehagedeltakelse"
"0821","alle","1","personer","69","2013","barnehagedeltakelse"
"0822","alle","1","personer","51","2013","barnehagedeltakelse"
"0826","alle","1","personer","65","2013","barnehagedeltakelse"
"0827","alle","1","personer","10","2013","barnehagedeltakelse"
"0828","alle","1","personer","28","2013","barnehagedeltakelse"
"0829","alle","1","personer","18","2013","barnehagedeltakelse"
"0830","alle","1","personer","17","2013","barnehagedeltakelse"
"0831","alle","1","personer","10","2013","barnehagedeltakelse"
"0833","alle","1","personer","18","2013","barnehagedeltakelse"
"0834","alle","1","personer","38","2013","barnehagedeltakelse"
"0901","alle","1","personer","55","2013","barnehagedeltakelse"
"0904","alle","1","personer","273","2013","barnehagedeltakelse"
"0906","alle","1","personer","505","2013","barnehagedeltakelse"
"0911","alle","1","personer","21","2013","barnehagedeltakelse"
"0912","alle","1","personer","30","2013","barnehagedeltakelse"
"0914","alle","1","personer","60","2013","barnehagedeltakelse"
"0919","alle","1","personer","77","2013","barnehagedeltakelse"
"0926","alle","1","personer","137","2013","barnehagedeltakelse"
"0928","alle","1","personer","66","2013","barnehagedeltakelse"
"0929","alle","1","personer","19","2013","barnehagedeltakelse"
"0935","alle","1","personer","24","2013","barnehagedeltakelse"
"0937","alle","1","personer","45","2013","barnehagedeltakelse"
"0938","alle","1","personer","10","2013","barnehagedeltakelse"
"0940","alle","1","personer","9","2013","barnehagedeltakelse"
"0941","alle","1","personer","15","2013","barnehagedeltakelse"
"1001","alle","1","personer","1081","2013","barnehagedeltakelse"
"1002","alle","1","personer","162","2013","barnehagedeltakelse"
"1003","alle","1","personer","107","2013","barnehagedeltakelse"
"1004","alle","1","personer","119","2013","barnehagedeltakelse"
"1014","alle","1","personer","211","2013","barnehagedeltakelse"
"1017","alle","1","personer","86","2013","barnehagedeltakelse"
"1018","alle","1","personer","144","2013","barnehagedeltakelse"
"1021","alle","1","personer","27","2013","barnehagedeltakelse"
"1026","alle","1","personer","10","2013","barnehagedeltakelse"
"1027","alle","1","personer","25","2013","barnehagedeltakelse"
"1029","alle","1","personer","71","2013","barnehagedeltakelse"
"1032","alle","1","personer","105","2013","barnehagedeltakelse"
"1034","alle","1","personer","26","2013","barnehagedeltakelse"
"1037","alle","1","personer","94","2013","barnehagedeltakelse"
"1046","alle","1","personer","30","2013","barnehagedeltakelse"
"1101","alle","1","personer","201","2013","barnehagedeltakelse"
"1102","alle","1","personer","1104","2013","barnehagedeltakelse"
"1103","alle","1","personer","1755","2013","barnehagedeltakelse"
"1106","alle","1","personer","422","2013","barnehagedeltakelse"
"1111","alle","1","personer","42","2013","barnehagedeltakelse"
"1112","alle","1","personer","41","2013","barnehagedeltakelse"
"1114","alle","1","personer","35","2013","barnehagedeltakelse"
"1119","alle","1","personer","303","2013","barnehagedeltakelse"
"1120","alle","1","personer","302","2013","barnehagedeltakelse"
"1121","alle","1","personer","281","2013","barnehagedeltakelse"
"1122","alle","1","personer","174","2013","barnehagedeltakelse"
"1124","alle","1","personer","371","2013","barnehagedeltakelse"
"1127","alle","1","personer","132","2013","barnehagedeltakelse"
"1129","alle","1","personer","11","2013","barnehagedeltakelse"
"1130","alle","1","personer","203","2013","barnehagedeltakelse"
"1133","alle","1","personer","38","2013","barnehagedeltakelse"
"1134","alle","1","personer","41","2013","barnehagedeltakelse"
"1135","alle","1","personer","55","2013","barnehagedeltakelse"
"1141","alle","1","personer","40","2013","barnehagedeltakelse"
"1142","alle","1","personer","85","2013","barnehagedeltakelse"
"1144","alle","1","personer",":","2013","barnehagedeltakelse"
"1145","alle","1","personer","5","2013","barnehagedeltakelse"
"1146","alle","1","personer","169","2013","barnehagedeltakelse"
"1149","alle","1","personer","552","2013","barnehagedeltakelse"
"1151","alle","1","personer",":","2013","barnehagedeltakelse"
"1160","alle","1","personer","118","2013","barnehagedeltakelse"
"1201","alle","1","personer","3367","2013","barnehagedeltakelse"
"1211","alle","1","personer","58","2013","barnehagedeltakelse"
"1216","alle","1","personer","80","2013","barnehagedeltakelse"
"1219","alle","1","personer","146","2013","barnehagedeltakelse"
"1221","alle","1","personer","245","2013","barnehagedeltakelse"
"1222","alle","1","personer","34","2013","barnehagedeltakelse"
"1223","alle","1","personer","28","2013","barnehagedeltakelse"
"1224","alle","1","personer","143","2013","barnehagedeltakelse"
"1227","alle","1","personer","8","2013","barnehagedeltakelse"
"1228","alle","1","personer","65","2013","barnehagedeltakelse"
"1231","alle","1","personer","41","2013","barnehagedeltakelse"
"1232","alle","1","personer","10","2013","barnehagedeltakelse"
"1233","alle","1","personer","13","2013","barnehagedeltakelse"
"1234","alle","1","personer","8","2013","barnehagedeltakelse"
"1235","alle","1","personer","158","2013","barnehagedeltakelse"
"1238","alle","1","personer","85","2013","barnehagedeltakelse"
"1241","alle","1","personer","34","2013","barnehagedeltakelse"
"1242","alle","1","personer","32","2013","barnehagedeltakelse"
"1243","alle","1","personer","258","2013","barnehagedeltakelse"
"1244","alle","1","personer","65","2013","barnehagedeltakelse"
"1245","alle","1","personer","113","2013","barnehagedeltakelse"
"1246","alle","1","personer","315","2013","barnehagedeltakelse"
"1247","alle","1","personer","447","2013","barnehagedeltakelse"
"1251","alle","1","personer","36","2013","barnehagedeltakelse"
"1252","alle","1","personer",":","2013","barnehagedeltakelse"
"1253","alle","1","personer","115","2013","barnehagedeltakelse"
"1256","alle","1","personer","132","2013","barnehagedeltakelse"
"1259","alle","1","personer","62","2013","barnehagedeltakelse"
"1260","alle","1","personer","68","2013","barnehagedeltakelse"
"1263","alle","1","personer","197","2013","barnehagedeltakelse"
"1264","alle","1","personer","37","2013","barnehagedeltakelse"
"1265","alle","1","personer","6","2013","barnehagedeltakelse"
"1266","alle","1","personer","19","2013","barnehagedeltakelse"
"1401","alle","1","personer","138","2013","barnehagedeltakelse"
"1411","alle","1","personer","15","2013","barnehagedeltakelse"
"1412","alle","1","personer","8","2013","barnehagedeltakelse"
"1413","alle","1","personer","6","2013","barnehagedeltakelse"
"1416","alle","1","personer","39","2013","barnehagedeltakelse"
"1417","alle","1","personer","30","2013","barnehagedeltakelse"
"1418","alle","1","personer","10","2013","barnehagedeltakelse"
"1419","alle","1","personer","22","2013","barnehagedeltakelse"
"1420","alle","1","personer","88","2013","barnehagedeltakelse"
"1421","alle","1","personer","12","2013","barnehagedeltakelse"
"1422","alle","1","personer","22","2013","barnehagedeltakelse"
"1424","alle","1","personer","69","2013","barnehagedeltakelse"
"1426","alle","1","personer","59","2013","barnehagedeltakelse"
"1428","alle","1","personer","37","2013","barnehagedeltakelse"
"1429","alle","1","personer","40","2013","barnehagedeltakelse"
"1430","alle","1","personer","39","2013","barnehagedeltakelse"
"1431","alle","1","personer","40","2013","barnehagedeltakelse"
"1432","alle","1","personer","161","2013","barnehagedeltakelse"
"1433","alle","1","personer","28","2013","barnehagedeltakelse"
"1438","alle","1","personer","35","2013","barnehagedeltakelse"
"1439","alle","1","personer","66","2013","barnehagedeltakelse"
"1441","alle","1","personer","15","2013","barnehagedeltakelse"
"1443","alle","1","personer","67","2013","barnehagedeltakelse"
"1444","alle","1","personer","16","2013","barnehagedeltakelse"
"1445","alle","1","personer","68","2013","barnehagedeltakelse"
"1449","alle","1","personer","82","2013","barnehagedeltakelse"
"1502","alle","1","personer","275","2013","barnehagedeltakelse"
"1504","alle","1","personer","559","2013","barnehagedeltakelse"
"1505","alle","1","personer","276","2013","barnehagedeltakelse"
"1511","alle","1","personer","27","2013","barnehagedeltakelse"
"1514","alle","1","personer","26","2013","barnehagedeltakelse"
"1515","alle","1","personer","94","2013","barnehagedeltakelse"
"1516","alle","1","personer","91","2013","barnehagedeltakelse"
