"kommune_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"1724","innvandrere","2","kroner","2014","150400","gjennomsnittsinntekt"
"1725","innvandrere","2","kroner","2014","256500","gjennomsnittsinntekt"
"1736","innvandrere","2","kroner","2014","146500","gjennomsnittsinntekt"
"1738","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1739","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1740","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1742","innvandrere","2","kroner","2014","141000","gjennomsnittsinntekt"
"1743","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1744","innvandrere","2","kroner","2014","175600","gjennomsnittsinntekt"
"1748","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1749","innvandrere","2","kroner","2014","214200","gjennomsnittsinntekt"
"1750","innvandrere","2","kroner","2014","224300","gjennomsnittsinntekt"
"1751","innvandrere","2","kroner","2014","201500","gjennomsnittsinntekt"
"1755","innvandrere","2","kroner","2014","255900","gjennomsnittsinntekt"
"1756","innvandrere","2","kroner","2014","171500","gjennomsnittsinntekt"
"1804","innvandrere","2","kroner","2014","242800","gjennomsnittsinntekt"
"1805","innvandrere","2","kroner","2014","202600","gjennomsnittsinntekt"
"1811","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1812","innvandrere","2","kroner","2014","213600","gjennomsnittsinntekt"
"1813","innvandrere","2","kroner","2014","213500","gjennomsnittsinntekt"
"1815","innvandrere","2","kroner","2014","280000","gjennomsnittsinntekt"
"1816","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1818","innvandrere","2","kroner","2014","259700","gjennomsnittsinntekt"
"1820","innvandrere","2","kroner","2014","180100","gjennomsnittsinntekt"
"1822","innvandrere","2","kroner","2014","172400","gjennomsnittsinntekt"
"1824","innvandrere","2","kroner","2014","216700","gjennomsnittsinntekt"
"1825","innvandrere","2","kroner","2014","369200","gjennomsnittsinntekt"
"1826","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1827","innvandrere","2","kroner","2014","276200","gjennomsnittsinntekt"
"1828","innvandrere","2","kroner","2014","115800","gjennomsnittsinntekt"
"1832","innvandrere","2","kroner","2014","272000","gjennomsnittsinntekt"
"1833","innvandrere","2","kroner","2014","231300","gjennomsnittsinntekt"
"1834","innvandrere","2","kroner","2014","319100","gjennomsnittsinntekt"
"1835","innvandrere","2","kroner","2014","272000","gjennomsnittsinntekt"
"1836","innvandrere","2","kroner","2014","230600","gjennomsnittsinntekt"
"1837","innvandrere","2","kroner","2014","252400","gjennomsnittsinntekt"
"1838","innvandrere","2","kroner","2014","231600","gjennomsnittsinntekt"
"1839","innvandrere","2","kroner","2014","168000","gjennomsnittsinntekt"
"1840","innvandrere","2","kroner","2014","167200","gjennomsnittsinntekt"
"1841","innvandrere","2","kroner","2014","195700","gjennomsnittsinntekt"
"1845","innvandrere","2","kroner","2014","252200","gjennomsnittsinntekt"
"1848","innvandrere","2","kroner","2014","189500","gjennomsnittsinntekt"
"1849","innvandrere","2","kroner","2014","206400","gjennomsnittsinntekt"
"1850","innvandrere","2","kroner","2014","227200","gjennomsnittsinntekt"
"1851","innvandrere","2","kroner","2014","166500","gjennomsnittsinntekt"
"1852","innvandrere","2","kroner","2014","290200","gjennomsnittsinntekt"
"1853","innvandrere","2","kroner","2014","176700","gjennomsnittsinntekt"
"1854","innvandrere","2","kroner","2014","200900","gjennomsnittsinntekt"
"1856","innvandrere","2","kroner","2014","271600","gjennomsnittsinntekt"
"1857","innvandrere","2","kroner","2014","286600","gjennomsnittsinntekt"
"1859","innvandrere","2","kroner","2014","301700","gjennomsnittsinntekt"
"1860","innvandrere","2","kroner","2014","193200","gjennomsnittsinntekt"
"1865","innvandrere","2","kroner","2014","204600","gjennomsnittsinntekt"
"1866","innvandrere","2","kroner","2014","221500","gjennomsnittsinntekt"
"1867","innvandrere","2","kroner","2014","197200","gjennomsnittsinntekt"
"1868","innvandrere","2","kroner","2014","245700","gjennomsnittsinntekt"
"1870","innvandrere","2","kroner","2014","225400","gjennomsnittsinntekt"
"1871","innvandrere","2","kroner","2014","181000","gjennomsnittsinntekt"
"1874","innvandrere","2","kroner","2014","225900","gjennomsnittsinntekt"
"1902","innvandrere","2","kroner","2014","250600","gjennomsnittsinntekt"
"1903","innvandrere","2","kroner","2014","220500","gjennomsnittsinntekt"
"1911","innvandrere","2","kroner","2014","174900","gjennomsnittsinntekt"
"1913","innvandrere","2","kroner","2014","264300","gjennomsnittsinntekt"
"1917","innvandrere","2","kroner","2014","233500","gjennomsnittsinntekt"
"1919","innvandrere","2","kroner","2014","193800","gjennomsnittsinntekt"
"1920","innvandrere","2","kroner","2014","216100","gjennomsnittsinntekt"
"1922","innvandrere","2","kroner","2014","188800","gjennomsnittsinntekt"
"1923","innvandrere","2","kroner","2014","142300","gjennomsnittsinntekt"
"1924","innvandrere","2","kroner","2014","200900","gjennomsnittsinntekt"
"1925","innvandrere","2","kroner","2014","249100","gjennomsnittsinntekt"
"1926","innvandrere","2","kroner","2014","298900","gjennomsnittsinntekt"
"1927","innvandrere","2","kroner","2014","178100","gjennomsnittsinntekt"
"1928","innvandrere","2","kroner","2014","136700","gjennomsnittsinntekt"
"1929","innvandrere","2","kroner","2014","176700","gjennomsnittsinntekt"
"1931","innvandrere","2","kroner","2014","198100","gjennomsnittsinntekt"
"1933","innvandrere","2","kroner","2014","324900","gjennomsnittsinntekt"
"1936","innvandrere","2","kroner","2014","315900","gjennomsnittsinntekt"
"1938","innvandrere","2","kroner","2014","238400","gjennomsnittsinntekt"
"1939","innvandrere","2","kroner","2014","164800","gjennomsnittsinntekt"
"1940","innvandrere","2","kroner","2014","131500","gjennomsnittsinntekt"
"1941","innvandrere","2","kroner","2014","304300","gjennomsnittsinntekt"
"1942","innvandrere","2","kroner","2014","210400","gjennomsnittsinntekt"
"1943","innvandrere","2","kroner","2014","216400","gjennomsnittsinntekt"
"2002","innvandrere","2","kroner","2014","256300","gjennomsnittsinntekt"
"2003","innvandrere","2","kroner","2014","209600","gjennomsnittsinntekt"
"2004","innvandrere","2","kroner","2014","266000","gjennomsnittsinntekt"
"2011","innvandrere","2","kroner","2014","271000","gjennomsnittsinntekt"
"2012","innvandrere","2","kroner","2014","250500","gjennomsnittsinntekt"
"2014","innvandrere","2","kroner","2014","357300","gjennomsnittsinntekt"
"2015","innvandrere","2","kroner","2014","259400","gjennomsnittsinntekt"
"2017","innvandrere","2","kroner","2014","325500","gjennomsnittsinntekt"
"2018","innvandrere","2","kroner","2014","327800","gjennomsnittsinntekt"
"2019","innvandrere","2","kroner","2014","247200","gjennomsnittsinntekt"
"2020","innvandrere","2","kroner","2014","277700","gjennomsnittsinntekt"
"2021","innvandrere","2","kroner","2014","339600","gjennomsnittsinntekt"
"2022","innvandrere","2","kroner","2014","323800","gjennomsnittsinntekt"
"2023","innvandrere","2","kroner","2014","298900","gjennomsnittsinntekt"
"2024","innvandrere","2","kroner","2014","411800","gjennomsnittsinntekt"
"2025","innvandrere","2","kroner","2014","268900","gjennomsnittsinntekt"
"2027","innvandrere","2","kroner","2014","251800","gjennomsnittsinntekt"
"2028","innvandrere","2","kroner","2014","311600","gjennomsnittsinntekt"
"2030","innvandrere","2","kroner","2014","310400","gjennomsnittsinntekt"
"0101","befolkningen_ellers","alle","kroner","2014","329800","gjennomsnittsinntekt"
"0104","befolkningen_ellers","alle","kroner","2014","342800","gjennomsnittsinntekt"
"0105","befolkningen_ellers","alle","kroner","2014","328300","gjennomsnittsinntekt"
"0106","befolkningen_ellers","alle","kroner","2014","337600","gjennomsnittsinntekt"
"0111","befolkningen_ellers","alle","kroner","2014","357200","gjennomsnittsinntekt"
"0118","befolkningen_ellers","alle","kroner","2014","322600","gjennomsnittsinntekt"
"0119","befolkningen_ellers","alle","kroner","2014","326400","gjennomsnittsinntekt"
"0121","befolkningen_ellers","alle","kroner","2014","322900","gjennomsnittsinntekt"
"0122","befolkningen_ellers","alle","kroner","2014","337400","gjennomsnittsinntekt"
"0123","befolkningen_ellers","alle","kroner","2014","353400","gjennomsnittsinntekt"
"0124","befolkningen_ellers","alle","kroner","2014","336000","gjennomsnittsinntekt"
"0125","befolkningen_ellers","alle","kroner","2014","321800","gjennomsnittsinntekt"
"0127","befolkningen_ellers","alle","kroner","2014","330400","gjennomsnittsinntekt"
"0128","befolkningen_ellers","alle","kroner","2014","330300","gjennomsnittsinntekt"
"0135","befolkningen_ellers","alle","kroner","2014","351000","gjennomsnittsinntekt"
"0136","befolkningen_ellers","alle","kroner","2014","355800","gjennomsnittsinntekt"
"0137","befolkningen_ellers","alle","kroner","2014","360200","gjennomsnittsinntekt"
"0138","befolkningen_ellers","alle","kroner","2014","348600","gjennomsnittsinntekt"
"0211","befolkningen_ellers","alle","kroner","2014","375000","gjennomsnittsinntekt"
"0213","befolkningen_ellers","alle","kroner","2014","384700","gjennomsnittsinntekt"
"0214","befolkningen_ellers","alle","kroner","2014","373100","gjennomsnittsinntekt"
"0215","befolkningen_ellers","alle","kroner","2014","400200","gjennomsnittsinntekt"
"0216","befolkningen_ellers","alle","kroner","2014","381800","gjennomsnittsinntekt"
"0217","befolkningen_ellers","alle","kroner","2014","421600","gjennomsnittsinntekt"
"0219","befolkningen_ellers","alle","kroner","2014","447200","gjennomsnittsinntekt"
"0220","befolkningen_ellers","alle","kroner","2014","432600","gjennomsnittsinntekt"
"0221","befolkningen_ellers","alle","kroner","2014","336100","gjennomsnittsinntekt"
"0226","befolkningen_ellers","alle","kroner","2014","376700","gjennomsnittsinntekt"
"0227","befolkningen_ellers","alle","kroner","2014","384100","gjennomsnittsinntekt"
"0228","befolkningen_ellers","alle","kroner","2014","377000","gjennomsnittsinntekt"
"0229","befolkningen_ellers","alle","kroner","2014","363000","gjennomsnittsinntekt"
"0230","befolkningen_ellers","alle","kroner","2014","391600","gjennomsnittsinntekt"
"0231","befolkningen_ellers","alle","kroner","2014","379800","gjennomsnittsinntekt"
"0233","befolkningen_ellers","alle","kroner","2014","391700","gjennomsnittsinntekt"
"0234","befolkningen_ellers","alle","kroner","2014","401400","gjennomsnittsinntekt"
"0235","befolkningen_ellers","alle","kroner","2014","367100","gjennomsnittsinntekt"
"0236","befolkningen_ellers","alle","kroner","2014","352900","gjennomsnittsinntekt"
"0237","befolkningen_ellers","alle","kroner","2014","347200","gjennomsnittsinntekt"
"0238","befolkningen_ellers","alle","kroner","2014","360000","gjennomsnittsinntekt"
"0239","befolkningen_ellers","alle","kroner","2014","324600","gjennomsnittsinntekt"
"0301","befolkningen_ellers","alle","kroner","2014","382400","gjennomsnittsinntekt"
"0402","befolkningen_ellers","alle","kroner","2014","324000","gjennomsnittsinntekt"
"0403","befolkningen_ellers","alle","kroner","2014","354000","gjennomsnittsinntekt"
"0412","befolkningen_ellers","alle","kroner","2014","330700","gjennomsnittsinntekt"
"0415","befolkningen_ellers","alle","kroner","2014","328000","gjennomsnittsinntekt"
"0417","befolkningen_ellers","alle","kroner","2014","334900","gjennomsnittsinntekt"
"0418","befolkningen_ellers","alle","kroner","2014","317500","gjennomsnittsinntekt"
"0419","befolkningen_ellers","alle","kroner","2014","334500","gjennomsnittsinntekt"
"0420","befolkningen_ellers","alle","kroner","2014","306500","gjennomsnittsinntekt"
"0423","befolkningen_ellers","alle","kroner","2014","316000","gjennomsnittsinntekt"
"0425","befolkningen_ellers","alle","kroner","2014","313400","gjennomsnittsinntekt"
"0426","befolkningen_ellers","alle","kroner","2014","312200","gjennomsnittsinntekt"
"0427","befolkningen_ellers","alle","kroner","2014","339000","gjennomsnittsinntekt"
"0428","befolkningen_ellers","alle","kroner","2014","305800","gjennomsnittsinntekt"
"0429","befolkningen_ellers","alle","kroner","2014","321900","gjennomsnittsinntekt"
"0430","befolkningen_ellers","alle","kroner","2014","311500","gjennomsnittsinntekt"
"0432","befolkningen_ellers","alle","kroner","2014","310600","gjennomsnittsinntekt"
"0434","befolkningen_ellers","alle","kroner","2014","308800","gjennomsnittsinntekt"
"0436","befolkningen_ellers","alle","kroner","2014","336400","gjennomsnittsinntekt"
"0437","befolkningen_ellers","alle","kroner","2014","331900","gjennomsnittsinntekt"
"0438","befolkningen_ellers","alle","kroner","2014","326000","gjennomsnittsinntekt"
"0439","befolkningen_ellers","alle","kroner","2014","324800","gjennomsnittsinntekt"
"0441","befolkningen_ellers","alle","kroner","2014","332900","gjennomsnittsinntekt"
"0501","befolkningen_ellers","alle","kroner","2014","353300","gjennomsnittsinntekt"
"0502","befolkningen_ellers","alle","kroner","2014","335900","gjennomsnittsinntekt"
"0511","befolkningen_ellers","alle","kroner","2014","323700","gjennomsnittsinntekt"
"0512","befolkningen_ellers","alle","kroner","2014","333000","gjennomsnittsinntekt"
"0513","befolkningen_ellers","alle","kroner","2014","323300","gjennomsnittsinntekt"
"0514","befolkningen_ellers","alle","kroner","2014","328000","gjennomsnittsinntekt"
"0515","befolkningen_ellers","alle","kroner","2014","320900","gjennomsnittsinntekt"
"0516","befolkningen_ellers","alle","kroner","2014","334900","gjennomsnittsinntekt"
"0517","befolkningen_ellers","alle","kroner","2014","315100","gjennomsnittsinntekt"
"0519","befolkningen_ellers","alle","kroner","2014","326900","gjennomsnittsinntekt"
"0520","befolkningen_ellers","alle","kroner","2014","324600","gjennomsnittsinntekt"
"0521","befolkningen_ellers","alle","kroner","2014","340600","gjennomsnittsinntekt"
"0522","befolkningen_ellers","alle","kroner","2014","330900","gjennomsnittsinntekt"
"0528","befolkningen_ellers","alle","kroner","2014","334800","gjennomsnittsinntekt"
"0529","befolkningen_ellers","alle","kroner","2014","333200","gjennomsnittsinntekt"
"0532","befolkningen_ellers","alle","kroner","2014","332900","gjennomsnittsinntekt"
"0533","befolkningen_ellers","alle","kroner","2014","362800","gjennomsnittsinntekt"
"0534","befolkningen_ellers","alle","kroner","2014","342300","gjennomsnittsinntekt"
"0536","befolkningen_ellers","alle","kroner","2014","313500","gjennomsnittsinntekt"
"0538","befolkningen_ellers","alle","kroner","2014","309400","gjennomsnittsinntekt"
"0540","befolkningen_ellers","alle","kroner","2014","317000","gjennomsnittsinntekt"
"0541","befolkningen_ellers","alle","kroner","2014","301100","gjennomsnittsinntekt"
"0542","befolkningen_ellers","alle","kroner","2014","324000","gjennomsnittsinntekt"
"0543","befolkningen_ellers","alle","kroner","2014","331300","gjennomsnittsinntekt"
"0544","befolkningen_ellers","alle","kroner","2014","330000","gjennomsnittsinntekt"
"0545","befolkningen_ellers","alle","kroner","2014","328900","gjennomsnittsinntekt"
"0602","befolkningen_ellers","alle","kroner","2014","355400","gjennomsnittsinntekt"
"0604","befolkningen_ellers","alle","kroner","2014","383100","gjennomsnittsinntekt"
"0605","befolkningen_ellers","alle","kroner","2014","338100","gjennomsnittsinntekt"
"0612","befolkningen_ellers","alle","kroner","2014","380100","gjennomsnittsinntekt"
"0615","befolkningen_ellers","alle","kroner","2014","347600","gjennomsnittsinntekt"
"0616","befolkningen_ellers","alle","kroner","2014","334800","gjennomsnittsinntekt"
"0617","befolkningen_ellers","alle","kroner","2014","341100","gjennomsnittsinntekt"
"0618","befolkningen_ellers","alle","kroner","2014","348800","gjennomsnittsinntekt"
"0619","befolkningen_ellers","alle","kroner","2014","344100","gjennomsnittsinntekt"
"0620","befolkningen_ellers","alle","kroner","2014","355200","gjennomsnittsinntekt"
"0621","befolkningen_ellers","alle","kroner","2014","332500","gjennomsnittsinntekt"
"0622","befolkningen_ellers","alle","kroner","2014","341300","gjennomsnittsinntekt"
"0623","befolkningen_ellers","alle","kroner","2014","332800","gjennomsnittsinntekt"
"0624","befolkningen_ellers","alle","kroner","2014","346900","gjennomsnittsinntekt"
"0625","befolkningen_ellers","alle","kroner","2014","348100","gjennomsnittsinntekt"
"0626","befolkningen_ellers","alle","kroner","2014","387700","gjennomsnittsinntekt"
"0627","befolkningen_ellers","alle","kroner","2014","383500","gjennomsnittsinntekt"
"0628","befolkningen_ellers","alle","kroner","2014","359200","gjennomsnittsinntekt"
"0631","befolkningen_ellers","alle","kroner","2014","350500","gjennomsnittsinntekt"
"0632","befolkningen_ellers","alle","kroner","2014","345900","gjennomsnittsinntekt"
"0633","befolkningen_ellers","alle","kroner","2014","334300","gjennomsnittsinntekt"
"0701","befolkningen_ellers","alle","kroner","2014","340900","gjennomsnittsinntekt"
"0702","befolkningen_ellers","alle","kroner","2014","348900","gjennomsnittsinntekt"
"0704","befolkningen_ellers","alle","kroner","2014","356600","gjennomsnittsinntekt"
"0706","befolkningen_ellers","alle","kroner","2014","341800","gjennomsnittsinntekt"
"0709","befolkningen_ellers","alle","kroner","2014","336600","gjennomsnittsinntekt"
"0711","befolkningen_ellers","alle","kroner","2014","348900","gjennomsnittsinntekt"
"0713","befolkningen_ellers","alle","kroner","2014","355500","gjennomsnittsinntekt"
"0714","befolkningen_ellers","alle","kroner","2014","339600","gjennomsnittsinntekt"
"0716","befolkningen_ellers","alle","kroner","2014","347100","gjennomsnittsinntekt"
"0719","befolkningen_ellers","alle","kroner","2014","339600","gjennomsnittsinntekt"
"0720","befolkningen_ellers","alle","kroner","2014","349100","gjennomsnittsinntekt"
"0722","befolkningen_ellers","alle","kroner","2014","367400","gjennomsnittsinntekt"
"0723","befolkningen_ellers","alle","kroner","2014","347700","gjennomsnittsinntekt"
"0728","befolkningen_ellers","alle","kroner","2014","341000","gjennomsnittsinntekt"
"0805","befolkningen_ellers","alle","kroner","2014","347800","gjennomsnittsinntekt"
"0806","befolkningen_ellers","alle","kroner","2014","339100","gjennomsnittsinntekt"
"0807","befolkningen_ellers","alle","kroner","2014","330100","gjennomsnittsinntekt"
"0811","befolkningen_ellers","alle","kroner","2014","348300","gjennomsnittsinntekt"
"0814","befolkningen_ellers","alle","kroner","2014","354100","gjennomsnittsinntekt"
"0815","befolkningen_ellers","alle","kroner","2014","327000","gjennomsnittsinntekt"
"0817","befolkningen_ellers","alle","kroner","2014","318300","gjennomsnittsinntekt"
"0819","befolkningen_ellers","alle","kroner","2014","329400","gjennomsnittsinntekt"
"0821","befolkningen_ellers","alle","kroner","2014","329000","gjennomsnittsinntekt"
"0822","befolkningen_ellers","alle","kroner","2014","337000","gjennomsnittsinntekt"
"0826","befolkningen_ellers","alle","kroner","2014","334800","gjennomsnittsinntekt"
"0827","befolkningen_ellers","alle","kroner","2014","328700","gjennomsnittsinntekt"
"0828","befolkningen_ellers","alle","kroner","2014","325400","gjennomsnittsinntekt"
"0829","befolkningen_ellers","alle","kroner","2014","324100","gjennomsnittsinntekt"
"0830","befolkningen_ellers","alle","kroner","2014","327700","gjennomsnittsinntekt"
"0831","befolkningen_ellers","alle","kroner","2014","320600","gjennomsnittsinntekt"
"0833","befolkningen_ellers","alle","kroner","2014","335400","gjennomsnittsinntekt"
"0834","befolkningen_ellers","alle","kroner","2014","348600","gjennomsnittsinntekt"
"0901","befolkningen_ellers","alle","kroner","2014","334900","gjennomsnittsinntekt"
"0904","befolkningen_ellers","alle","kroner","2014","339400","gjennomsnittsinntekt"
"0906","befolkningen_ellers","alle","kroner","2014","342900","gjennomsnittsinntekt"
"0911","befolkningen_ellers","alle","kroner","2014","314400","gjennomsnittsinntekt"
"0912","befolkningen_ellers","alle","kroner","2014","318200","gjennomsnittsinntekt"
"0914","befolkningen_ellers","alle","kroner","2014","326900","gjennomsnittsinntekt"
"0919","befolkningen_ellers","alle","kroner","2014","326600","gjennomsnittsinntekt"
"0926","befolkningen_ellers","alle","kroner","2014","355700","gjennomsnittsinntekt"
"0928","befolkningen_ellers","alle","kroner","2014","329600","gjennomsnittsinntekt"
"0929","befolkningen_ellers","alle","kroner","2014","317500","gjennomsnittsinntekt"
"0935","befolkningen_ellers","alle","kroner","2014","325200","gjennomsnittsinntekt"
"0937","befolkningen_ellers","alle","kroner","2014","329400","gjennomsnittsinntekt"
"0938","befolkningen_ellers","alle","kroner","2014","340700","gjennomsnittsinntekt"
"0940","befolkningen_ellers","alle","kroner","2014","353100","gjennomsnittsinntekt"
"0941","befolkningen_ellers","alle","kroner","2014","369700","gjennomsnittsinntekt"
"1001","befolkningen_ellers","alle","kroner","2014","350400","gjennomsnittsinntekt"
"1002","befolkningen_ellers","alle","kroner","2014","342100","gjennomsnittsinntekt"
"1003","befolkningen_ellers","alle","kroner","2014","345500","gjennomsnittsinntekt"
"1004","befolkningen_ellers","alle","kroner","2014","352500","gjennomsnittsinntekt"
"1014","befolkningen_ellers","alle","kroner","2014","327800","gjennomsnittsinntekt"
"1017","befolkningen_ellers","alle","kroner","2014","331400","gjennomsnittsinntekt"
"1018","befolkningen_ellers","alle","kroner","2014","349500","gjennomsnittsinntekt"
"1021","befolkningen_ellers","alle","kroner","2014","329700","gjennomsnittsinntekt"
"1026","befolkningen_ellers","alle","kroner","2014","344300","gjennomsnittsinntekt"
"1027","befolkningen_ellers","alle","kroner","2014","332900","gjennomsnittsinntekt"
"1029","befolkningen_ellers","alle","kroner","2014","321200","gjennomsnittsinntekt"
"1032","befolkningen_ellers","alle","kroner","2014","327900","gjennomsnittsinntekt"
"1034","befolkningen_ellers","alle","kroner","2014","350600","gjennomsnittsinntekt"
"1037","befolkningen_ellers","alle","kroner","2014","337900","gjennomsnittsinntekt"
"1046","befolkningen_ellers","alle","kroner","2014","371400","gjennomsnittsinntekt"
"1101","befolkningen_ellers","alle","kroner","2014","362000","gjennomsnittsinntekt"
"1102","befolkningen_ellers","alle","kroner","2014","392900","gjennomsnittsinntekt"
"1103","befolkningen_ellers","alle","kroner","2014","413200","gjennomsnittsinntekt"
"1106","befolkningen_ellers","alle","kroner","2014","360800","gjennomsnittsinntekt"
"1111","befolkningen_ellers","alle","kroner","2014","350900","gjennomsnittsinntekt"
"1112","befolkningen_ellers","alle","kroner","2014","335100","gjennomsnittsinntekt"
"1114","befolkningen_ellers","alle","kroner","2014","368500","gjennomsnittsinntekt"
"1119","befolkningen_ellers","alle","kroner","2014","363100","gjennomsnittsinntekt"
"1120","befolkningen_ellers","alle","kroner","2014","381900","gjennomsnittsinntekt"
"1121","befolkningen_ellers","alle","kroner","2014","383300","gjennomsnittsinntekt"
"1122","befolkningen_ellers","alle","kroner","2014","370400","gjennomsnittsinntekt"
"1124","befolkningen_ellers","alle","kroner","2014","429300","gjennomsnittsinntekt"
"1127","befolkningen_ellers","alle","kroner","2014","407600","gjennomsnittsinntekt"
"1129","befolkningen_ellers","alle","kroner","2014","354300","gjennomsnittsinntekt"
"1130","befolkningen_ellers","alle","kroner","2014","367600","gjennomsnittsinntekt"
"1133","befolkningen_ellers","alle","kroner","2014","374300","gjennomsnittsinntekt"
"1134","befolkningen_ellers","alle","kroner","2014","352400","gjennomsnittsinntekt"
"1135","befolkningen_ellers","alle","kroner","2014","353500","gjennomsnittsinntekt"
"1141","befolkningen_ellers","alle","kroner","2014","386900","gjennomsnittsinntekt"
"1142","befolkningen_ellers","alle","kroner","2014","412900","gjennomsnittsinntekt"
"1144","befolkningen_ellers","alle","kroner","2014","364100","gjennomsnittsinntekt"
"1145","befolkningen_ellers","alle","kroner","2014","361400","gjennomsnittsinntekt"
"1146","befolkningen_ellers","alle","kroner","2014","363600","gjennomsnittsinntekt"
"1149","befolkningen_ellers","alle","kroner","2014","354300","gjennomsnittsinntekt"
"1151","befolkningen_ellers","alle","kroner","2014","382000","gjennomsnittsinntekt"
"1160","befolkningen_ellers","alle","kroner","2014","363500","gjennomsnittsinntekt"
"1201","befolkningen_ellers","alle","kroner","2014","371800","gjennomsnittsinntekt"
"1211","befolkningen_ellers","alle","kroner","2014","359900","gjennomsnittsinntekt"
"1216","befolkningen_ellers","alle","kroner","2014","349200","gjennomsnittsinntekt"
"1219","befolkningen_ellers","alle","kroner","2014","363700","gjennomsnittsinntekt"
"1221","befolkningen_ellers","alle","kroner","2014","362900","gjennomsnittsinntekt"
"1222","befolkningen_ellers","alle","kroner","2014","352600","gjennomsnittsinntekt"
"1223","befolkningen_ellers","alle","kroner","2014","346200","gjennomsnittsinntekt"
"1224","befolkningen_ellers","alle","kroner","2014","347200","gjennomsnittsinntekt"
"1227","befolkningen_ellers","alle","kroner","2014","344600","gjennomsnittsinntekt"
"1228","befolkningen_ellers","alle","kroner","2014","347000","gjennomsnittsinntekt"
"1231","befolkningen_ellers","alle","kroner","2014","362400","gjennomsnittsinntekt"
"1232","befolkningen_ellers","alle","kroner","2014","359600","gjennomsnittsinntekt"
"1233","befolkningen_ellers","alle","kroner","2014","344800","gjennomsnittsinntekt"
"1234","befolkningen_ellers","alle","kroner","2014","350100","gjennomsnittsinntekt"
"1235","befolkningen_ellers","alle","kroner","2014","347600","gjennomsnittsinntekt"
"1238","befolkningen_ellers","alle","kroner","2014","356000","gjennomsnittsinntekt"
"1241","befolkningen_ellers","alle","kroner","2014","367000","gjennomsnittsinntekt"
"1242","befolkningen_ellers","alle","kroner","2014","365500","gjennomsnittsinntekt"
"1243","befolkningen_ellers","alle","kroner","2014","365600","gjennomsnittsinntekt"
"1244","befolkningen_ellers","alle","kroner","2014","406500","gjennomsnittsinntekt"
"1245","befolkningen_ellers","alle","kroner","2014","366500","gjennomsnittsinntekt"
"1246","befolkningen_ellers","alle","kroner","2014","381300","gjennomsnittsinntekt"
"1247","befolkningen_ellers","alle","kroner","2014","363600","gjennomsnittsinntekt"
"1251","befolkningen_ellers","alle","kroner","2014","332600","gjennomsnittsinntekt"
"1252","befolkningen_ellers","alle","kroner","2014","348700","gjennomsnittsinntekt"
"1253","befolkningen_ellers","alle","kroner","2014","343100","gjennomsnittsinntekt"
"1256","befolkningen_ellers","alle","kroner","2014","358200","gjennomsnittsinntekt"
"1259","befolkningen_ellers","alle","kroner","2014","359700","gjennomsnittsinntekt"
"1260","befolkningen_ellers","alle","kroner","2014","346600","gjennomsnittsinntekt"
"1263","befolkningen_ellers","alle","kroner","2014","367200","gjennomsnittsinntekt"
"1264","befolkningen_ellers","alle","kroner","2014","382600","gjennomsnittsinntekt"
"1265","befolkningen_ellers","alle","kroner","2014","358100","gjennomsnittsinntekt"
"1266","befolkningen_ellers","alle","kroner","2014","366500","gjennomsnittsinntekt"
"1401","befolkningen_ellers","alle","kroner","2014","368800","gjennomsnittsinntekt"
"1411","befolkningen_ellers","alle","kroner","2014","360200","gjennomsnittsinntekt"
"1412","befolkningen_ellers","alle","kroner","2014","347000","gjennomsnittsinntekt"
"1413","befolkningen_ellers","alle","kroner","2014","339800","gjennomsnittsinntekt"
"1416","befolkningen_ellers","alle","kroner","2014","344100","gjennomsnittsinntekt"
"1417","befolkningen_ellers","alle","kroner","2014","337800","gjennomsnittsinntekt"
"1418","befolkningen_ellers","alle","kroner","2014","341500","gjennomsnittsinntekt"
"1419","befolkningen_ellers","alle","kroner","2014","365100","gjennomsnittsinntekt"
"1420","befolkningen_ellers","alle","kroner","2014","347000","gjennomsnittsinntekt"
"1421","befolkningen_ellers","alle","kroner","2014","359900","gjennomsnittsinntekt"
"1422","befolkningen_ellers","alle","kroner","2014","358500","gjennomsnittsinntekt"
"1424","befolkningen_ellers","alle","kroner","2014","374000","gjennomsnittsinntekt"
"1426","befolkningen_ellers","alle","kroner","2014","333700","gjennomsnittsinntekt"
"1428","befolkningen_ellers","alle","kroner","2014","358100","gjennomsnittsinntekt"
"1429","befolkningen_ellers","alle","kroner","2014","337200","gjennomsnittsinntekt"
"1430","befolkningen_ellers","alle","kroner","2014","341700","gjennomsnittsinntekt"
"1431","befolkningen_ellers","alle","kroner","2014","353000","gjennomsnittsinntekt"
"1432","befolkningen_ellers","alle","kroner","2014","363300","gjennomsnittsinntekt"
"1433","befolkningen_ellers","alle","kroner","2014","345000","gjennomsnittsinntekt"
"1438","befolkningen_ellers","alle","kroner","2014","348900","gjennomsnittsinntekt"
