fylke_nr,vreg_3,kjonn,aar,tabellvariabel,tabellnavn,enhet
07,2,alle,2007,57.75,sysselsatte_kjonn_land,prosent
07,alle,0,2007,61.93,sysselsatte_kjonn_land,prosent
07,alle,1,2007,69.98,sysselsatte_kjonn_land,prosent
07,alle,alle,2007,65.99,sysselsatte_kjonn_land,prosent
08,1,0,2007,65.61,sysselsatte_kjonn_land,prosent
08,1,1,2007,73.68,sysselsatte_kjonn_land,prosent
08,1,alle,2007,69.87,sysselsatte_kjonn_land,prosent
08,2,0,2007,49.89,sysselsatte_kjonn_land,prosent
08,2,1,2007,55.15,sysselsatte_kjonn_land,prosent
08,2,alle,2007,52.35,sysselsatte_kjonn_land,prosent
08,alle,0,2007,57.70,sysselsatte_kjonn_land,prosent
08,alle,1,2007,65.46,sysselsatte_kjonn_land,prosent
08,alle,alle,2007,61.58,sysselsatte_kjonn_land,prosent
09,1,0,2007,66.35,sysselsatte_kjonn_land,prosent
09,1,1,2007,73.71,sysselsatte_kjonn_land,prosent
09,1,alle,2007,70.19,sysselsatte_kjonn_land,prosent
09,2,0,2007,50.87,sysselsatte_kjonn_land,prosent
09,2,1,2007,60.37,sysselsatte_kjonn_land,prosent
09,2,alle,2007,55.33,sysselsatte_kjonn_land,prosent
09,alle,0,2007,60.27,sysselsatte_kjonn_land,prosent
09,alle,1,2007,69.11,sysselsatte_kjonn_land,prosent
09,alle,alle,2007,64.71,sysselsatte_kjonn_land,prosent
10,1,0,2007,68.09,sysselsatte_kjonn_land,prosent
10,1,1,2007,76.42,sysselsatte_kjonn_land,prosent
10,1,alle,2007,72.54,sysselsatte_kjonn_land,prosent
10,2,0,2007,52.97,sysselsatte_kjonn_land,prosent
10,2,1,2007,61.87,sysselsatte_kjonn_land,prosent
10,2,alle,2007,57.27,sysselsatte_kjonn_land,prosent
10,alle,0,2007,61.03,sysselsatte_kjonn_land,prosent
10,alle,1,2007,70.36,sysselsatte_kjonn_land,prosent
10,alle,alle,2007,65.80,sysselsatte_kjonn_land,prosent
11,1,0,2007,68.50,sysselsatte_kjonn_land,prosent
11,1,1,2007,78.39,sysselsatte_kjonn_land,prosent
11,1,alle,2007,74.33,sysselsatte_kjonn_land,prosent
11,2,0,2007,57.62,sysselsatte_kjonn_land,prosent
11,2,1,2007,68.37,sysselsatte_kjonn_land,prosent
11,2,alle,2007,62.81,sysselsatte_kjonn_land,prosent
11,alle,0,2007,63.10,sysselsatte_kjonn_land,prosent
11,alle,1,2007,74.47,sysselsatte_kjonn_land,prosent
11,alle,alle,2007,69.27,sysselsatte_kjonn_land,prosent
12,1,0,2007,69.37,sysselsatte_kjonn_land,prosent
12,1,1,2007,77.69,sysselsatte_kjonn_land,prosent
12,1,alle,2007,74.05,sysselsatte_kjonn_land,prosent
12,2,0,2007,54.66,sysselsatte_kjonn_land,prosent
12,2,1,2007,62.79,sysselsatte_kjonn_land,prosent
12,2,alle,2007,58.55,sysselsatte_kjonn_land,prosent
12,alle,0,2007,61.83,sysselsatte_kjonn_land,prosent
12,alle,1,2007,71.30,sysselsatte_kjonn_land,prosent
12,alle,alle,2007,66.78,sysselsatte_kjonn_land,prosent
14,1,0,2007,72.16,sysselsatte_kjonn_land,prosent
14,1,1,2007,79.48,sysselsatte_kjonn_land,prosent
14,1,alle,2007,76.17,sysselsatte_kjonn_land,prosent
14,2,0,2007,57.88,sysselsatte_kjonn_land,prosent
14,2,1,2007,63.23,sysselsatte_kjonn_land,prosent
14,2,alle,2007,60.27,sysselsatte_kjonn_land,prosent
14,alle,0,2007,65.33,sysselsatte_kjonn_land,prosent
14,alle,1,2007,73.31,sysselsatte_kjonn_land,prosent
14,alle,alle,2007,69.35,sysselsatte_kjonn_land,prosent
15,1,0,2007,68.99,sysselsatte_kjonn_land,prosent
15,1,1,2007,79.49,sysselsatte_kjonn_land,prosent
15,1,alle,2007,74.86,sysselsatte_kjonn_land,prosent
15,2,0,2007,60.57,sysselsatte_kjonn_land,prosent
15,2,1,2007,64.14,sysselsatte_kjonn_land,prosent
15,2,alle,2007,62.09,sysselsatte_kjonn_land,prosent
15,alle,0,2007,64.68,sysselsatte_kjonn_land,prosent
15,alle,1,2007,73.65,sysselsatte_kjonn_land,prosent
15,alle,alle,2007,69.16,sysselsatte_kjonn_land,prosent
16,1,0,2007,69.37,sysselsatte_kjonn_land,prosent
16,1,1,2007,75.40,sysselsatte_kjonn_land,prosent
16,1,alle,2007,72.73,sysselsatte_kjonn_land,prosent
16,2,0,2007,53.44,sysselsatte_kjonn_land,prosent
16,2,1,2007,58.52,sysselsatte_kjonn_land,prosent
16,2,alle,2007,55.90,sysselsatte_kjonn_land,prosent
16,alle,0,2007,61.16,sysselsatte_kjonn_land,prosent
16,alle,1,2007,67.93,sysselsatte_kjonn_land,prosent
16,alle,alle,2007,64.69,sysselsatte_kjonn_land,prosent
17,1,0,2007,64.70,sysselsatte_kjonn_land,prosent
17,1,1,2007,75.05,sysselsatte_kjonn_land,prosent
17,1,alle,2007,70.54,sysselsatte_kjonn_land,prosent
17,2,0,2007,47.96,sysselsatte_kjonn_land,prosent
17,2,1,2007,54.38,sysselsatte_kjonn_land,prosent
17,2,alle,2007,50.76,sysselsatte_kjonn_land,prosent
17,alle,0,2007,56.84,sysselsatte_kjonn_land,prosent
17,alle,1,2007,67.88,sysselsatte_kjonn_land,prosent
17,alle,alle,2007,62.50,sysselsatte_kjonn_land,prosent
18,1,0,2007,70.29,sysselsatte_kjonn_land,prosent
18,1,1,2007,71.98,sysselsatte_kjonn_land,prosent
18,1,alle,2007,71.19,sysselsatte_kjonn_land,prosent
18,2,0,2007,54.25,sysselsatte_kjonn_land,prosent
18,2,1,2007,56.40,sysselsatte_kjonn_land,prosent
18,2,alle,2007,55.23,sysselsatte_kjonn_land,prosent
18,alle,0,2007,62.37,sysselsatte_kjonn_land,prosent
18,alle,1,2007,65.46,sysselsatte_kjonn_land,prosent
18,alle,alle,2007,63.90,sysselsatte_kjonn_land,prosent
19,1,0,2007,71.88,sysselsatte_kjonn_land,prosent
19,1,1,2007,76.21,sysselsatte_kjonn_land,prosent
19,1,alle,2007,74.13,sysselsatte_kjonn_land,prosent
19,2,0,2007,59.44,sysselsatte_kjonn_land,prosent
19,2,1,2007,62.49,sysselsatte_kjonn_land,prosent
19,2,alle,2007,60.83,sysselsatte_kjonn_land,prosent
19,alle,0,2007,66.47,sysselsatte_kjonn_land,prosent
19,alle,1,2007,71.10,sysselsatte_kjonn_land,prosent
19,alle,alle,2007,68.75,sysselsatte_kjonn_land,prosent
20,1,0,2007,71.63,sysselsatte_kjonn_land,prosent
20,1,1,2007,73.75,sysselsatte_kjonn_land,prosent
20,1,alle,2007,72.65,sysselsatte_kjonn_land,prosent
20,2,0,2007,68.01,sysselsatte_kjonn_land,prosent
20,2,1,2007,69.88,sysselsatte_kjonn_land,prosent
20,2,alle,2007,68.78,sysselsatte_kjonn_land,prosent
20,alle,0,2007,70.04,sysselsatte_kjonn_land,prosent
20,alle,1,2007,72.34,sysselsatte_kjonn_land,prosent
20,alle,alle,2007,71.08,sysselsatte_kjonn_land,prosent
alle,1,0,2007,69.97,sysselsatte_kjonn_land,prosent
alle,1,1,2007,76.58,sysselsatte_kjonn_land,prosent
alle,1,alle,2007,73.53,sysselsatte_kjonn_land,prosent
alle,2,0,2007,53.36,sysselsatte_kjonn_land,prosent
alle,2,1,2007,62.32,sysselsatte_kjonn_land,prosent
alle,2,alle,2007,57.68,sysselsatte_kjonn_land,prosent
alle,alle,0,2007,61.35,sysselsatte_kjonn_land,prosent
alle,alle,1,2007,69.98,sysselsatte_kjonn_land,prosent
alle,alle,alle,2007,65.76,sysselsatte_kjonn_land,prosent
01,1,0,2008,65.76,sysselsatte_kjonn_land,prosent
01,1,1,2008,73.20,sysselsatte_kjonn_land,prosent
01,1,alle,2008,69.81,sysselsatte_kjonn_land,prosent
01,2,0,2008,50.41,sysselsatte_kjonn_land,prosent
01,2,1,2008,55.69,sysselsatte_kjonn_land,prosent
01,2,alle,2008,52.96,sysselsatte_kjonn_land,prosent
01,alle,0,2008,58.10,sysselsatte_kjonn_land,prosent
01,alle,1,2008,65.54,sysselsatte_kjonn_land,prosent
01,alle,alle,2008,61.94,sysselsatte_kjonn_land,prosent
02,1,0,2008,72.66,sysselsatte_kjonn_land,prosent
02,1,1,2008,76.87,sysselsatte_kjonn_land,prosent
02,1,alle,2008,74.91,sysselsatte_kjonn_land,prosent
02,2,0,2008,57.37,sysselsatte_kjonn_land,prosent
02,2,1,2008,66.61,sysselsatte_kjonn_land,prosent
02,2,alle,2008,61.71,sysselsatte_kjonn_land,prosent
02,alle,0,2008,65.46,sysselsatte_kjonn_land,prosent
02,alle,1,2008,72.71,sysselsatte_kjonn_land,prosent
02,alle,alle,2008,69.13,sysselsatte_kjonn_land,prosent
03,1,0,2008,73.34,sysselsatte_kjonn_land,prosent
03,1,1,2008,75.26,sysselsatte_kjonn_land,prosent
03,1,alle,2008,74.39,sysselsatte_kjonn_land,prosent
03,2,0,2008,51.54,sysselsatte_kjonn_land,prosent
03,2,1,2008,61.65,sysselsatte_kjonn_land,prosent
03,2,alle,2008,56.63,sysselsatte_kjonn_land,prosent
03,alle,0,2008,59.70,sysselsatte_kjonn_land,prosent
03,alle,1,2008,67.30,sysselsatte_kjonn_land,prosent
03,alle,alle,2008,63.65,sysselsatte_kjonn_land,prosent
04,1,0,2008,65.92,sysselsatte_kjonn_land,prosent
04,1,1,2008,72.94,sysselsatte_kjonn_land,prosent
04,1,alle,2008,69.51,sysselsatte_kjonn_land,prosent
04,2,0,2008,51.79,sysselsatte_kjonn_land,prosent
04,2,1,2008,55.01,sysselsatte_kjonn_land,prosent
04,2,alle,2008,53.26,sysselsatte_kjonn_land,prosent
04,alle,0,2008,60.05,sysselsatte_kjonn_land,prosent
04,alle,1,2008,66.40,sysselsatte_kjonn_land,prosent
04,alle,alle,2008,63.16,sysselsatte_kjonn_land,prosent
05,1,0,2008,68.57,sysselsatte_kjonn_land,prosent
05,1,1,2008,75.56,sysselsatte_kjonn_land,prosent
05,1,alle,2008,72.25,sysselsatte_kjonn_land,prosent
05,2,0,2008,54.14,sysselsatte_kjonn_land,prosent
05,2,1,2008,57.76,sysselsatte_kjonn_land,prosent
05,2,alle,2008,55.85,sysselsatte_kjonn_land,prosent
05,alle,0,2008,62.07,sysselsatte_kjonn_land,prosent
05,alle,1,2008,68.46,sysselsatte_kjonn_land,prosent
05,alle,alle,2008,65.29,sysselsatte_kjonn_land,prosent
06,1,0,2008,71.31,sysselsatte_kjonn_land,prosent
06,1,1,2008,78.61,sysselsatte_kjonn_land,prosent
06,1,alle,2008,75.28,sysselsatte_kjonn_land,prosent
06,2,0,2008,54.03,sysselsatte_kjonn_land,prosent
06,2,1,2008,63.63,sysselsatte_kjonn_land,prosent
06,2,alle,2008,58.58,sysselsatte_kjonn_land,prosent
06,alle,0,2008,62.24,sysselsatte_kjonn_land,prosent
06,alle,1,2008,71.79,sysselsatte_kjonn_land,prosent
06,alle,alle,2008,67.11,sysselsatte_kjonn_land,prosent
07,1,0,2008,67.49,sysselsatte_kjonn_land,prosent
07,1,1,2008,74.20,sysselsatte_kjonn_land,prosent
07,1,alle,2008,71.11,sysselsatte_kjonn_land,prosent
07,2,0,2008,54.23,sysselsatte_kjonn_land,prosent
07,2,1,2008,59.84,sysselsatte_kjonn_land,prosent
07,2,alle,2008,56.82,sysselsatte_kjonn_land,prosent
07,alle,0,2008,61.72,sysselsatte_kjonn_land,prosent
07,alle,1,2008,69.01,sysselsatte_kjonn_land,prosent
07,alle,alle,2008,65.43,sysselsatte_kjonn_land,prosent
08,1,0,2008,67.10,sysselsatte_kjonn_land,prosent
08,1,1,2008,72.81,sysselsatte_kjonn_land,prosent
08,1,alle,2008,70.14,sysselsatte_kjonn_land,prosent
08,2,0,2008,52.71,sysselsatte_kjonn_land,prosent
08,2,1,2008,56.42,sysselsatte_kjonn_land,prosent
08,2,alle,2008,54.44,sysselsatte_kjonn_land,prosent
08,alle,0,2008,59.82,sysselsatte_kjonn_land,prosent
08,alle,1,2008,65.60,sysselsatte_kjonn_land,prosent
08,alle,alle,2008,62.72,sysselsatte_kjonn_land,prosent
09,1,0,2008,66.69,sysselsatte_kjonn_land,prosent
09,1,1,2008,72.21,sysselsatte_kjonn_land,prosent
09,1,alle,2008,69.60,sysselsatte_kjonn_land,prosent
09,2,0,2008,53.09,sysselsatte_kjonn_land,prosent
09,2,1,2008,59.96,sysselsatte_kjonn_land,prosent
09,2,alle,2008,56.32,sysselsatte_kjonn_land,prosent
09,alle,0,2008,61.34,sysselsatte_kjonn_land,prosent
09,alle,1,2008,68.04,sysselsatte_kjonn_land,prosent
09,alle,alle,2008,64.73,sysselsatte_kjonn_land,prosent
10,1,0,2008,68.44,sysselsatte_kjonn_land,prosent
10,1,1,2008,76.67,sysselsatte_kjonn_land,prosent
10,1,alle,2008,72.91,sysselsatte_kjonn_land,prosent
10,2,0,2008,54.06,sysselsatte_kjonn_land,prosent
10,2,1,2008,63.10,sysselsatte_kjonn_land,prosent
10,2,alle,2008,58.39,sysselsatte_kjonn_land,prosent
10,alle,0,2008,61.67,sysselsatte_kjonn_land,prosent
10,alle,1,2008,71.13,sysselsatte_kjonn_land,prosent
10,alle,alle,2008,66.54,sysselsatte_kjonn_land,prosent
11,1,0,2008,70.15,sysselsatte_kjonn_land,prosent
11,1,1,2008,79.08,sysselsatte_kjonn_land,prosent
11,1,alle,2008,75.51,sysselsatte_kjonn_land,prosent
11,2,0,2008,58.48,sysselsatte_kjonn_land,prosent
11,2,1,2008,70.07,sysselsatte_kjonn_land,prosent
11,2,alle,2008,64.05,sysselsatte_kjonn_land,prosent
11,alle,0,2008,64.38,sysselsatte_kjonn_land,prosent
11,alle,1,2008,75.69,sysselsatte_kjonn_land,prosent
11,alle,alle,2008,70.59,sysselsatte_kjonn_land,prosent
12,1,0,2008,70.18,sysselsatte_kjonn_land,prosent
12,1,1,2008,77.28,sysselsatte_kjonn_land,prosent
12,1,alle,2008,74.24,sysselsatte_kjonn_land,prosent
12,2,0,2008,57.03,sysselsatte_kjonn_land,prosent
12,2,1,2008,62.15,sysselsatte_kjonn_land,prosent
12,2,alle,2008,59.48,sysselsatte_kjonn_land,prosent
12,alle,0,2008,63.50,sysselsatte_kjonn_land,prosent
12,alle,1,2008,71.00,sysselsatte_kjonn_land,prosent
12,alle,alle,2008,67.47,sysselsatte_kjonn_land,prosent
14,1,0,2008,71.71,sysselsatte_kjonn_land,prosent
14,1,1,2008,79.68,sysselsatte_kjonn_land,prosent
14,1,alle,2008,76.20,sysselsatte_kjonn_land,prosent
14,2,0,2008,59.17,sysselsatte_kjonn_land,prosent
14,2,1,2008,62.99,sysselsatte_kjonn_land,prosent
14,2,alle,2008,60.88,sysselsatte_kjonn_land,prosent
14,alle,0,2008,65.89,sysselsatte_kjonn_land,prosent
14,alle,1,2008,73.78,sysselsatte_kjonn_land,prosent
14,alle,alle,2008,69.97,sysselsatte_kjonn_land,prosent
15,1,0,2008,70.08,sysselsatte_kjonn_land,prosent
15,1,1,2008,80.50,sysselsatte_kjonn_land,prosent
15,1,alle,2008,76.12,sysselsatte_kjonn_land,prosent
15,2,0,2008,62.22,sysselsatte_kjonn_land,prosent
15,2,1,2008,65.09,sysselsatte_kjonn_land,prosent
15,2,alle,2008,63.43,sysselsatte_kjonn_land,prosent
15,alle,0,2008,66.17,sysselsatte_kjonn_land,prosent
15,alle,1,2008,75.20,sysselsatte_kjonn_land,prosent
15,alle,alle,2008,70.81,sysselsatte_kjonn_land,prosent
16,1,0,2008,69.77,sysselsatte_kjonn_land,prosent
16,1,1,2008,75.67,sysselsatte_kjonn_land,prosent
16,1,alle,2008,73.11,sysselsatte_kjonn_land,prosent
16,2,0,2008,53.16,sysselsatte_kjonn_land,prosent
16,2,1,2008,58.77,sysselsatte_kjonn_land,prosent
16,2,alle,2008,55.84,sysselsatte_kjonn_land,prosent
16,alle,0,2008,61.09,sysselsatte_kjonn_land,prosent
16,alle,1,2008,68.34,sysselsatte_kjonn_land,prosent
16,alle,alle,2008,64.89,sysselsatte_kjonn_land,prosent
17,1,0,2008,65.97,sysselsatte_kjonn_land,prosent
17,1,1,2008,71.55,sysselsatte_kjonn_land,prosent
17,1,alle,2008,69.19,sysselsatte_kjonn_land,prosent
17,2,0,2008,50.10,sysselsatte_kjonn_land,prosent
17,2,1,2008,56.54,sysselsatte_kjonn_land,prosent
17,2,alle,2008,52.88,sysselsatte_kjonn_land,prosent
17,alle,0,2008,58.48,sysselsatte_kjonn_land,prosent
17,alle,1,2008,66.56,sysselsatte_kjonn_land,prosent
17,alle,alle,2008,62.68,sysselsatte_kjonn_land,prosent
18,1,0,2008,71.74,sysselsatte_kjonn_land,prosent
18,1,1,2008,73.27,sysselsatte_kjonn_land,prosent
18,1,alle,2008,72.57,sysselsatte_kjonn_land,prosent
18,2,0,2008,55.88,sysselsatte_kjonn_land,prosent
18,2,1,2008,57.52,sysselsatte_kjonn_land,prosent
18,2,alle,2008,56.62,sysselsatte_kjonn_land,prosent
18,alle,0,2008,63.83,sysselsatte_kjonn_land,prosent
18,alle,1,2008,66.82,sysselsatte_kjonn_land,prosent
18,alle,alle,2008,65.32,sysselsatte_kjonn_land,prosent
19,1,0,2008,72.47,sysselsatte_kjonn_land,prosent
19,1,1,2008,74.74,sysselsatte_kjonn_land,prosent
19,1,alle,2008,73.66,sysselsatte_kjonn_land,prosent
19,2,0,2008,60.36,sysselsatte_kjonn_land,prosent
19,2,1,2008,62.27,sysselsatte_kjonn_land,prosent
19,2,alle,2008,61.23,sysselsatte_kjonn_land,prosent
19,alle,0,2008,67.19,sysselsatte_kjonn_land,prosent
19,alle,1,2008,70.13,sysselsatte_kjonn_land,prosent
19,alle,alle,2008,68.65,sysselsatte_kjonn_land,prosent
20,1,0,2008,74.42,sysselsatte_kjonn_land,prosent
20,1,1,2008,73.54,sysselsatte_kjonn_land,prosent
20,1,alle,2008,73.97,sysselsatte_kjonn_land,prosent
20,2,0,2008,69.42,sysselsatte_kjonn_land,prosent
20,2,1,2008,65.49,sysselsatte_kjonn_land,prosent
20,2,alle,2008,67.82,sysselsatte_kjonn_land,prosent
20,alle,0,2008,72.21,sysselsatte_kjonn_land,prosent
20,alle,1,2008,70.74,sysselsatte_kjonn_land,prosent
20,alle,alle,2008,71.52,sysselsatte_kjonn_land,prosent
alle,1,0,2008,70.55,sysselsatte_kjonn_land,prosent
alle,1,1,2008,76.07,sysselsatte_kjonn_land,prosent
alle,1,alle,2008,73.59,sysselsatte_kjonn_land,prosent
alle,2,0,2008,54.45,sysselsatte_kjonn_land,prosent
alle,2,1,2008,62.23,sysselsatte_kjonn_land,prosent
alle,2,alle,2008,58.19,sysselsatte_kjonn_land,prosent
alle,alle,0,2008,62.18,sysselsatte_kjonn_land,prosent
alle,alle,1,2008,69.84,sysselsatte_kjonn_land,prosent
alle,alle,alle,2008,66.14,sysselsatte_kjonn_land,prosent
01,1,0,2009,64.42,sysselsatte_kjonn_land,prosent
01,1,1,2009,69.76,sysselsatte_kjonn_land,prosent
01,1,alle,2009,67.33,sysselsatte_kjonn_land,prosent
01,2,0,2009,46.23,sysselsatte_kjonn_land,prosent
01,2,1,2009,49.78,sysselsatte_kjonn_land,prosent
01,2,alle,2009,47.95,sysselsatte_kjonn_land,prosent
01,alle,0,2009,55.24,sysselsatte_kjonn_land,prosent
01,alle,1,2009,60.92,sysselsatte_kjonn_land,prosent
01,alle,alle,2009,58.17,sysselsatte_kjonn_land,prosent
02,1,0,2009,70.81,sysselsatte_kjonn_land,prosent
02,1,1,2009,74.31,sysselsatte_kjonn_land,prosent
02,1,alle,2009,72.68,sysselsatte_kjonn_land,prosent
02,2,0,2009,55.31,sysselsatte_kjonn_land,prosent
02,2,1,2009,63.58,sysselsatte_kjonn_land,prosent
02,2,alle,2009,59.19,sysselsatte_kjonn_land,prosent
02,alle,0,2009,63.44,sysselsatte_kjonn_land,prosent
02,alle,1,2009,69.91,sysselsatte_kjonn_land,prosent
02,alle,alle,2009,66.71,sysselsatte_kjonn_land,prosent
03,1,0,2009,71.84,sysselsatte_kjonn_land,prosent
03,1,1,2009,73.08,sysselsatte_kjonn_land,prosent
03,1,alle,2009,72.51,sysselsatte_kjonn_land,prosent
03,2,0,2009,49.52,sysselsatte_kjonn_land,prosent
03,2,1,2009,58.49,sysselsatte_kjonn_land,prosent
03,2,alle,2009,54.02,sysselsatte_kjonn_land,prosent
03,alle,0,2009,57.92,sysselsatte_kjonn_land,prosent
03,alle,1,2009,64.54,sysselsatte_kjonn_land,prosent
03,alle,alle,2009,61.34,sysselsatte_kjonn_land,prosent
04,1,0,2009,65.29,sysselsatte_kjonn_land,prosent
04,1,1,2009,69.44,sysselsatte_kjonn_land,prosent
04,1,alle,2009,67.41,sysselsatte_kjonn_land,prosent
04,2,0,2009,49.28,sysselsatte_kjonn_land,prosent
04,2,1,2009,48.56,sysselsatte_kjonn_land,prosent
04,2,alle,2009,48.95,sysselsatte_kjonn_land,prosent
04,alle,0,2009,58.57,sysselsatte_kjonn_land,prosent
04,alle,1,2009,61.64,sysselsatte_kjonn_land,prosent
04,alle,alle,2009,60.09,sysselsatte_kjonn_land,prosent
05,1,0,2009,67.09,sysselsatte_kjonn_land,prosent
05,1,1,2009,71.50,sysselsatte_kjonn_land,prosent
05,1,alle,2009,69.41,sysselsatte_kjonn_land,prosent
05,2,0,2009,49.74,sysselsatte_kjonn_land,prosent
05,2,1,2009,51.57,sysselsatte_kjonn_land,prosent
05,2,alle,2009,50.62,sysselsatte_kjonn_land,prosent
05,alle,0,2009,59.21,sysselsatte_kjonn_land,prosent
05,alle,1,2009,63.40,sysselsatte_kjonn_land,prosent
05,alle,alle,2009,61.33,sysselsatte_kjonn_land,prosent
06,1,0,2009,69.36,sysselsatte_kjonn_land,prosent
06,1,1,2009,75.72,sysselsatte_kjonn_land,prosent
06,1,alle,2009,72.81,sysselsatte_kjonn_land,prosent
06,2,0,2009,51.30,sysselsatte_kjonn_land,prosent
06,2,1,2009,58.25,sysselsatte_kjonn_land,prosent
06,2,alle,2009,54.57,sysselsatte_kjonn_land,prosent
06,alle,0,2009,59.84,sysselsatte_kjonn_land,prosent
06,alle,1,2009,67.77,sysselsatte_kjonn_land,prosent
06,alle,alle,2009,63.86,sysselsatte_kjonn_land,prosent
07,1,0,2009,65.99,sysselsatte_kjonn_land,prosent
07,1,1,2009,70.94,sysselsatte_kjonn_land,prosent
07,1,alle,2009,68.64,sysselsatte_kjonn_land,prosent
07,2,0,2009,51.25,sysselsatte_kjonn_land,prosent
07,2,1,2009,54.98,sysselsatte_kjonn_land,prosent
07,2,alle,2009,52.96,sysselsatte_kjonn_land,prosent
07,alle,0,2009,59.52,sysselsatte_kjonn_land,prosent
07,alle,1,2009,65.10,sysselsatte_kjonn_land,prosent
07,alle,alle,2009,62.34,sysselsatte_kjonn_land,prosent
08,1,0,2009,65.22,sysselsatte_kjonn_land,prosent
08,1,1,2009,69.59,sysselsatte_kjonn_land,prosent
08,1,alle,2009,67.54,sysselsatte_kjonn_land,prosent
08,2,0,2009,49.56,sysselsatte_kjonn_land,prosent
08,2,1,2009,49.64,sysselsatte_kjonn_land,prosent
08,2,alle,2009,49.60,sysselsatte_kjonn_land,prosent
08,alle,0,2009,57.22,sysselsatte_kjonn_land,prosent
08,alle,1,2009,60.65,sysselsatte_kjonn_land,prosent
08,alle,alle,2009,58.93,sysselsatte_kjonn_land,prosent
09,1,0,2009,65.36,sysselsatte_kjonn_land,prosent
09,1,1,2009,71.69,sysselsatte_kjonn_land,prosent
09,1,alle,2009,68.72,sysselsatte_kjonn_land,prosent
09,2,0,2009,48.87,sysselsatte_kjonn_land,prosent
09,2,1,2009,53.05,sysselsatte_kjonn_land,prosent
09,2,alle,2009,50.85,sysselsatte_kjonn_land,prosent
09,alle,0,2009,58.76,sysselsatte_kjonn_land,prosent
09,alle,1,2009,65.24,sysselsatte_kjonn_land,prosent
09,alle,alle,2009,62.07,sysselsatte_kjonn_land,prosent
10,1,0,2009,67.06,sysselsatte_kjonn_land,prosent
10,1,1,2009,73.89,sysselsatte_kjonn_land,prosent
10,1,alle,2009,70.77,sysselsatte_kjonn_land,prosent
10,2,0,2009,52.73,sysselsatte_kjonn_land,prosent
10,2,1,2009,57.85,sysselsatte_kjonn_land,prosent
10,2,alle,2009,55.21,sysselsatte_kjonn_land,prosent
10,alle,0,2009,60.25,sysselsatte_kjonn_land,prosent
10,alle,1,2009,67.20,sysselsatte_kjonn_land,prosent
10,alle,alle,2009,63.84,sysselsatte_kjonn_land,prosent
11,1,0,2009,69.36,sysselsatte_kjonn_land,prosent
11,1,1,2009,76.25,sysselsatte_kjonn_land,prosent
11,1,alle,2009,73.47,sysselsatte_kjonn_land,prosent
11,2,0,2009,55.72,sysselsatte_kjonn_land,prosent
11,2,1,2009,64.83,sysselsatte_kjonn_land,prosent
11,2,alle,2009,60.09,sysselsatte_kjonn_land,prosent
11,alle,0,2009,62.64,sysselsatte_kjonn_land,prosent
11,alle,1,2009,71.94,sysselsatte_kjonn_land,prosent
11,alle,alle,2009,67.72,sysselsatte_kjonn_land,prosent
12,1,0,2009,69.04,sysselsatte_kjonn_land,prosent
12,1,1,2009,74.79,sysselsatte_kjonn_land,prosent
12,1,alle,2009,72.32,sysselsatte_kjonn_land,prosent
12,2,0,2009,54.90,sysselsatte_kjonn_land,prosent
12,2,1,2009,58.76,sysselsatte_kjonn_land,prosent
12,2,alle,2009,56.73,sysselsatte_kjonn_land,prosent
12,alle,0,2009,61.89,sysselsatte_kjonn_land,prosent
12,alle,1,2009,68.21,sysselsatte_kjonn_land,prosent
12,alle,alle,2009,65.22,sysselsatte_kjonn_land,prosent
14,1,0,2009,70.63,sysselsatte_kjonn_land,prosent
14,1,1,2009,77.92,sysselsatte_kjonn_land,prosent
14,1,alle,2009,74.86,sysselsatte_kjonn_land,prosent
14,2,0,2009,53.33,sysselsatte_kjonn_land,prosent
14,2,1,2009,53.82,sysselsatte_kjonn_land,prosent
14,2,alle,2009,53.55,sysselsatte_kjonn_land,prosent
14,alle,0,2009,62.80,sysselsatte_kjonn_land,prosent
14,alle,1,2009,70.01,sysselsatte_kjonn_land,prosent
14,alle,alle,2009,66.61,sysselsatte_kjonn_land,prosent
15,1,0,2009,68.53,sysselsatte_kjonn_land,prosent
15,1,1,2009,77.99,sysselsatte_kjonn_land,prosent
15,1,alle,2009,74.15,sysselsatte_kjonn_land,prosent
15,2,0,2009,59.83,sysselsatte_kjonn_land,prosent
15,2,1,2009,60.54,sysselsatte_kjonn_land,prosent
15,2,alle,2009,60.13,sysselsatte_kjonn_land,prosent
15,alle,0,2009,64.25,sysselsatte_kjonn_land,prosent
15,alle,1,2009,72.36,sysselsatte_kjonn_land,prosent
15,alle,alle,2009,68.49,sysselsatte_kjonn_land,prosent
16,1,0,2009,68.21,sysselsatte_kjonn_land,prosent
16,1,1,2009,71.60,sysselsatte_kjonn_land,prosent
16,1,alle,2009,70.13,sysselsatte_kjonn_land,prosent
16,2,0,2009,51.07,sysselsatte_kjonn_land,prosent
16,2,1,2009,56.57,sysselsatte_kjonn_land,prosent
16,2,alle,2009,53.73,sysselsatte_kjonn_land,prosent
16,alle,0,2009,59.23,sysselsatte_kjonn_land,prosent
16,alle,1,2009,64.97,sysselsatte_kjonn_land,prosent
16,alle,alle,2009,62.25,sysselsatte_kjonn_land,prosent
17,1,0,2009,64.75,sysselsatte_kjonn_land,prosent
17,1,1,2009,66.42,sysselsatte_kjonn_land,prosent
17,1,alle,2009,65.72,sysselsatte_kjonn_land,prosent
17,2,0,2009,46.90,sysselsatte_kjonn_land,prosent
