aar,bydel_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2007,030102,alle,1,1,50,ikke_arbutd_innvkat_land,personer
2007,030102,alle,1,alle,149,ikke_arbutd_innvkat_land,personer
2007,030102,alle,2,0,133,ikke_arbutd_innvkat_land,personer
2007,030102,alle,2,1,125,ikke_arbutd_innvkat_land,personer
2007,030102,alle,2,alle,258,ikke_arbutd_innvkat_land,personer
2007,030102,alle,alle,0,232,ikke_arbutd_innvkat_land,personer
2007,030102,alle,alle,1,175,ikke_arbutd_innvkat_land,personer
2007,030102,alle,alle,alle,407,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,1,0,99,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,1,1,50,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,1,alle,149,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,2,0,133,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,2,1,125,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,2,alle,258,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,alle,0,232,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,alle,1,175,ikke_arbutd_innvkat_land,personer
2007,030102,innvandrere,alle,alle,407,ikke_arbutd_innvkat_land,personer
2007,030103,alle,1,0,103,ikke_arbutd_innvkat_land,personer
2007,030103,alle,1,1,48,ikke_arbutd_innvkat_land,personer
2007,030103,alle,1,alle,151,ikke_arbutd_innvkat_land,personer
2007,030103,alle,2,0,195,ikke_arbutd_innvkat_land,personer
2007,030103,alle,2,1,158,ikke_arbutd_innvkat_land,personer
2007,030103,alle,2,alle,353,ikke_arbutd_innvkat_land,personer
2007,030103,alle,alle,0,298,ikke_arbutd_innvkat_land,personer
2007,030103,alle,alle,1,206,ikke_arbutd_innvkat_land,personer
2007,030103,alle,alle,alle,504,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,1,0,103,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,1,1,48,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,1,alle,151,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,2,0,195,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,2,1,158,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,2,alle,353,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,alle,0,298,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,alle,1,206,ikke_arbutd_innvkat_land,personer
2007,030103,innvandrere,alle,alle,504,ikke_arbutd_innvkat_land,personer
2007,030104,alle,1,0,91,ikke_arbutd_innvkat_land,personer
2007,030104,alle,1,1,46,ikke_arbutd_innvkat_land,personer
2007,030104,alle,1,alle,137,ikke_arbutd_innvkat_land,personer
2007,030104,alle,2,0,195,ikke_arbutd_innvkat_land,personer
2007,030104,alle,2,1,201,ikke_arbutd_innvkat_land,personer
2007,030104,alle,2,alle,396,ikke_arbutd_innvkat_land,personer
2007,030104,alle,alle,0,286,ikke_arbutd_innvkat_land,personer
2007,030104,alle,alle,1,247,ikke_arbutd_innvkat_land,personer
2007,030104,alle,alle,alle,533,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,1,0,91,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,1,1,46,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,1,alle,137,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,2,0,195,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,2,1,201,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,2,alle,396,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,alle,0,286,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,alle,1,247,ikke_arbutd_innvkat_land,personer
2007,030104,innvandrere,alle,alle,533,ikke_arbutd_innvkat_land,personer
2007,030105,alle,1,0,79,ikke_arbutd_innvkat_land,personer
2007,030105,alle,1,1,44,ikke_arbutd_innvkat_land,personer
2007,030105,alle,1,alle,123,ikke_arbutd_innvkat_land,personer
2007,030105,alle,2,0,124,ikke_arbutd_innvkat_land,personer
2007,030105,alle,2,1,121,ikke_arbutd_innvkat_land,personer
2007,030105,alle,2,alle,245,ikke_arbutd_innvkat_land,personer
2007,030105,alle,alle,0,203,ikke_arbutd_innvkat_land,personer
2007,030105,alle,alle,1,165,ikke_arbutd_innvkat_land,personer
2007,030105,alle,alle,alle,368,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,1,0,79,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,1,1,44,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,1,alle,123,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,2,0,124,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,2,1,121,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,2,alle,245,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,alle,0,203,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,alle,1,165,ikke_arbutd_innvkat_land,personer
2007,030105,innvandrere,alle,alle,368,ikke_arbutd_innvkat_land,personer
2007,030106,alle,1,0,78,ikke_arbutd_innvkat_land,personer
2007,030106,alle,1,1,46,ikke_arbutd_innvkat_land,personer
2007,030106,alle,1,alle,124,ikke_arbutd_innvkat_land,personer
2007,030106,alle,2,0,137,ikke_arbutd_innvkat_land,personer
2007,030106,alle,2,1,113,ikke_arbutd_innvkat_land,personer
2007,030106,alle,2,alle,250,ikke_arbutd_innvkat_land,personer
2007,030106,alle,alle,0,215,ikke_arbutd_innvkat_land,personer
2007,030106,alle,alle,1,159,ikke_arbutd_innvkat_land,personer
2007,030106,alle,alle,alle,374,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,1,0,78,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,1,1,46,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,1,alle,124,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,2,0,137,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,2,1,113,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,2,alle,250,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,alle,0,215,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,alle,1,159,ikke_arbutd_innvkat_land,personer
2007,030106,innvandrere,alle,alle,374,ikke_arbutd_innvkat_land,personer
2007,030107,alle,1,0,47,ikke_arbutd_innvkat_land,personer
2007,030107,alle,1,1,21,ikke_arbutd_innvkat_land,personer
2007,030107,alle,1,alle,68,ikke_arbutd_innvkat_land,personer
2007,030107,alle,2,0,101,ikke_arbutd_innvkat_land,personer
2007,030107,alle,2,1,96,ikke_arbutd_innvkat_land,personer
2007,030107,alle,2,alle,197,ikke_arbutd_innvkat_land,personer
2007,030107,alle,alle,0,148,ikke_arbutd_innvkat_land,personer
2007,030107,alle,alle,1,117,ikke_arbutd_innvkat_land,personer
2007,030107,alle,alle,alle,265,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,1,0,47,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,1,1,21,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,1,alle,68,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,2,0,101,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,2,1,96,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,2,alle,197,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,alle,0,148,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,alle,1,117,ikke_arbutd_innvkat_land,personer
2007,030107,innvandrere,alle,alle,265,ikke_arbutd_innvkat_land,personer
2007,030108,alle,1,0,123,ikke_arbutd_innvkat_land,personer
2007,030108,alle,1,1,54,ikke_arbutd_innvkat_land,personer
2007,030108,alle,1,alle,177,ikke_arbutd_innvkat_land,personer
2007,030108,alle,2,0,259,ikke_arbutd_innvkat_land,personer
2007,030108,alle,2,1,276,ikke_arbutd_innvkat_land,personer
2007,030108,alle,2,alle,535,ikke_arbutd_innvkat_land,personer
2007,030108,alle,alle,0,382,ikke_arbutd_innvkat_land,personer
2007,030108,alle,alle,1,330,ikke_arbutd_innvkat_land,personer
2007,030108,alle,alle,alle,712,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,1,0,123,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,1,1,54,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,1,alle,177,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,2,0,259,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,2,1,276,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,2,alle,535,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,alle,0,382,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,alle,1,330,ikke_arbutd_innvkat_land,personer
2007,030108,innvandrere,alle,alle,712,ikke_arbutd_innvkat_land,personer
2007,030109,alle,1,0,36,ikke_arbutd_innvkat_land,personer
2007,030109,alle,1,1,15,ikke_arbutd_innvkat_land,personer
2007,030109,alle,1,alle,51,ikke_arbutd_innvkat_land,personer
2007,030109,alle,2,0,100,ikke_arbutd_innvkat_land,personer
2007,030109,alle,2,1,91,ikke_arbutd_innvkat_land,personer
2007,030109,alle,2,alle,191,ikke_arbutd_innvkat_land,personer
2007,030109,alle,alle,0,136,ikke_arbutd_innvkat_land,personer
2007,030109,alle,alle,1,106,ikke_arbutd_innvkat_land,personer
2007,030109,alle,alle,alle,242,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,1,0,36,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,1,1,15,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,1,alle,51,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,2,0,100,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,2,1,91,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,2,alle,191,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,alle,0,136,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,alle,1,106,ikke_arbutd_innvkat_land,personer
2007,030109,innvandrere,alle,alle,242,ikke_arbutd_innvkat_land,personer
2007,030110,alle,1,0,35,ikke_arbutd_innvkat_land,personer
2007,030110,alle,1,1,23,ikke_arbutd_innvkat_land,personer
2007,030110,alle,1,alle,58,ikke_arbutd_innvkat_land,personer
2007,030110,alle,2,0,130,ikke_arbutd_innvkat_land,personer
2007,030110,alle,2,1,151,ikke_arbutd_innvkat_land,personer
2007,030110,alle,2,alle,281,ikke_arbutd_innvkat_land,personer
2007,030110,alle,alle,0,165,ikke_arbutd_innvkat_land,personer
2007,030110,alle,alle,1,174,ikke_arbutd_innvkat_land,personer
2007,030110,alle,alle,alle,339,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,1,0,35,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,1,1,23,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,1,alle,58,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,2,0,130,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,2,1,151,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,2,alle,281,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,alle,0,165,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,alle,1,174,ikke_arbutd_innvkat_land,personer
2007,030110,innvandrere,alle,alle,339,ikke_arbutd_innvkat_land,personer
2007,030111,alle,1,0,47,ikke_arbutd_innvkat_land,personer
2007,030111,alle,1,1,28,ikke_arbutd_innvkat_land,personer
2007,030111,alle,1,alle,75,ikke_arbutd_innvkat_land,personer
2007,030111,alle,2,0,128,ikke_arbutd_innvkat_land,personer
2007,030111,alle,2,1,100,ikke_arbutd_innvkat_land,personer
2007,030111,alle,2,alle,228,ikke_arbutd_innvkat_land,personer
2007,030111,alle,alle,0,175,ikke_arbutd_innvkat_land,personer
2007,030111,alle,alle,1,128,ikke_arbutd_innvkat_land,personer
2007,030111,alle,alle,alle,303,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,1,0,47,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,1,1,28,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,1,alle,75,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,2,0,128,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,2,1,100,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,2,alle,228,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,alle,0,175,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,alle,1,128,ikke_arbutd_innvkat_land,personer
2007,030111,innvandrere,alle,alle,303,ikke_arbutd_innvkat_land,personer
2007,030112,alle,1,0,16,ikke_arbutd_innvkat_land,personer
2007,030112,alle,1,1,14,ikke_arbutd_innvkat_land,personer
2007,030112,alle,1,alle,30,ikke_arbutd_innvkat_land,personer
2007,030112,alle,2,0,45,ikke_arbutd_innvkat_land,personer
2007,030112,alle,2,1,39,ikke_arbutd_innvkat_land,personer
2007,030112,alle,2,alle,84,ikke_arbutd_innvkat_land,personer
2007,030112,alle,alle,0,61,ikke_arbutd_innvkat_land,personer
2007,030112,alle,alle,1,53,ikke_arbutd_innvkat_land,personer
2007,030112,alle,alle,alle,114,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,1,0,16,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,1,1,14,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,1,alle,30,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,2,0,45,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,2,1,39,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,2,alle,84,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,alle,0,61,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,alle,1,53,ikke_arbutd_innvkat_land,personer
2007,030112,innvandrere,alle,alle,114,ikke_arbutd_innvkat_land,personer
2007,030113,alle,1,0,18,ikke_arbutd_innvkat_land,personer
2007,030113,alle,1,1,9,ikke_arbutd_innvkat_land,personer
2007,030113,alle,1,alle,27,ikke_arbutd_innvkat_land,personer
2007,030113,alle,2,0,82,ikke_arbutd_innvkat_land,personer
2007,030113,alle,2,1,67,ikke_arbutd_innvkat_land,personer
2007,030113,alle,2,alle,149,ikke_arbutd_innvkat_land,personer
2007,030113,alle,alle,0,100,ikke_arbutd_innvkat_land,personer
2007,030113,alle,alle,1,76,ikke_arbutd_innvkat_land,personer
2007,030113,alle,alle,alle,176,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,1,0,18,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,1,1,9,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,1,alle,27,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,2,0,82,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,2,1,67,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,2,alle,149,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,alle,0,100,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,alle,1,76,ikke_arbutd_innvkat_land,personer
2007,030113,innvandrere,alle,alle,176,ikke_arbutd_innvkat_land,personer
2007,030114,alle,1,0,12,ikke_arbutd_innvkat_land,personer
2007,030114,alle,1,1,0,ikke_arbutd_innvkat_land,personer
2007,030114,alle,1,alle,14,ikke_arbutd_innvkat_land,personer
2007,030114,alle,2,0,55,ikke_arbutd_innvkat_land,personer
2007,030114,alle,2,1,50,ikke_arbutd_innvkat_land,personer
2007,030114,alle,2,alle,105,ikke_arbutd_innvkat_land,personer
2007,030114,alle,alle,0,67,ikke_arbutd_innvkat_land,personer
2007,030114,alle,alle,1,52,ikke_arbutd_innvkat_land,personer
2007,030114,alle,alle,alle,119,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,1,0,12,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,1,1,0,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,1,alle,14,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,2,0,55,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,2,1,50,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,2,alle,105,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,alle,0,67,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,alle,1,52,ikke_arbutd_innvkat_land,personer
2007,030114,innvandrere,alle,alle,119,ikke_arbutd_innvkat_land,personer
2007,030115,alle,1,0,15,ikke_arbutd_innvkat_land,personer
2007,030115,alle,1,1,7,ikke_arbutd_innvkat_land,personer
2007,030115,alle,1,alle,22,ikke_arbutd_innvkat_land,personer
2007,030115,alle,2,0,64,ikke_arbutd_innvkat_land,personer
2007,030115,alle,2,1,42,ikke_arbutd_innvkat_land,personer
2007,030115,alle,2,alle,106,ikke_arbutd_innvkat_land,personer
2007,030115,alle,alle,0,79,ikke_arbutd_innvkat_land,personer
2007,030115,alle,alle,1,49,ikke_arbutd_innvkat_land,personer
2007,030115,alle,alle,alle,128,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,1,0,15,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,1,1,7,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,1,alle,22,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,2,0,64,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,2,1,42,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,2,alle,106,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,alle,0,79,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,alle,1,49,ikke_arbutd_innvkat_land,personer
2007,030115,innvandrere,alle,alle,128,ikke_arbutd_innvkat_land,personer
2007,030116,alle,1,0,7,ikke_arbutd_innvkat_land,personer
2007,030116,alle,1,1,6,ikke_arbutd_innvkat_land,personer
2007,030116,alle,1,alle,13,ikke_arbutd_innvkat_land,personer
2007,030116,alle,2,0,43,ikke_arbutd_innvkat_land,personer
2007,030116,alle,2,1,49,ikke_arbutd_innvkat_land,personer
2007,030116,alle,2,alle,92,ikke_arbutd_innvkat_land,personer
2007,030116,alle,alle,0,50,ikke_arbutd_innvkat_land,personer
2007,030116,alle,alle,1,55,ikke_arbutd_innvkat_land,personer
2007,030116,alle,alle,alle,105,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,1,0,7,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,1,alle,13,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,2,0,43,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,2,1,49,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,2,alle,92,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,alle,0,50,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,alle,1,55,ikke_arbutd_innvkat_land,personer
2007,030116,innvandrere,alle,alle,105,ikke_arbutd_innvkat_land,personer
2007,030117,alle,1,0,5,ikke_arbutd_innvkat_land,personer
2007,030117,alle,1,1,4,ikke_arbutd_innvkat_land,personer
2007,030117,alle,1,alle,9,ikke_arbutd_innvkat_land,personer
2007,030117,alle,2,0,75,ikke_arbutd_innvkat_land,personer
2007,030117,alle,2,1,90,ikke_arbutd_innvkat_land,personer
2007,030117,alle,2,alle,165,ikke_arbutd_innvkat_land,personer
2007,030117,alle,alle,0,80,ikke_arbutd_innvkat_land,personer
2007,030117,alle,alle,1,94,ikke_arbutd_innvkat_land,personer
2007,030117,alle,alle,alle,174,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,1,0,5,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,1,1,4,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,1,alle,9,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,2,0,75,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,2,1,90,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,2,alle,165,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,alle,0,80,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,alle,1,94,ikke_arbutd_innvkat_land,personer
2007,030117,innvandrere,alle,alle,174,ikke_arbutd_innvkat_land,personer
2007,030199,alle,1,0,4,ikke_arbutd_innvkat_land,personer
2007,030199,alle,1,1,4,ikke_arbutd_innvkat_land,personer
2007,030199,alle,1,alle,8,ikke_arbutd_innvkat_land,personer
2007,030199,alle,2,0,11,ikke_arbutd_innvkat_land,personer
2007,030199,alle,2,1,11,ikke_arbutd_innvkat_land,personer
2007,030199,alle,2,alle,22,ikke_arbutd_innvkat_land,personer
2007,030199,alle,alle,0,15,ikke_arbutd_innvkat_land,personer
2007,030199,alle,alle,1,15,ikke_arbutd_innvkat_land,personer
2007,030199,alle,alle,alle,30,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,1,0,4,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,1,1,4,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,1,alle,8,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,2,0,11,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,2,1,11,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,2,alle,22,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,alle,0,15,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,alle,1,15,ikke_arbutd_innvkat_land,personer
2007,030199,innvandrere,alle,alle,30,ikke_arbutd_innvkat_land,personer
2008,00,alle,1,0,3396,ikke_arbutd_innvkat_land,personer
2008,00,alle,1,1,1957,ikke_arbutd_innvkat_land,personer
2008,00,alle,1,alle,5353,ikke_arbutd_innvkat_land,personer
2008,00,alle,2,0,8420,ikke_arbutd_innvkat_land,personer
2008,00,alle,2,1,7448,ikke_arbutd_innvkat_land,personer
2008,00,alle,2,alle,15868,ikke_arbutd_innvkat_land,personer
2008,00,alle,alle,0,11816,ikke_arbutd_innvkat_land,personer
2008,00,alle,alle,1,9405,ikke_arbutd_innvkat_land,personer
2008,00,alle,alle,alle,21221,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,1,0,3396,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,1,1,1957,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,1,alle,5353,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,2,0,8420,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,2,1,7448,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,2,alle,15868,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,alle,0,11816,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,alle,1,9405,ikke_arbutd_innvkat_land,personer
2008,00,innvandrere,alle,alle,21221,ikke_arbutd_innvkat_land,personer
2008,030101,alle,1,0,101,ikke_arbutd_innvkat_land,personer
2008,030101,alle,1,1,51,ikke_arbutd_innvkat_land,personer
2008,030101,alle,1,alle,152,ikke_arbutd_innvkat_land,personer
2008,030101,alle,2,0,155,ikke_arbutd_innvkat_land,personer
