aar,naringsregion_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2008,21,2,1,0.70,sysselsatte_kjonn_land,prosent
2008,21,2,alle,0.68,sysselsatte_kjonn_land,prosent
2008,21,alle,0,0.75,sysselsatte_kjonn_land,prosent
2008,21,alle,1,0.81,sysselsatte_kjonn_land,prosent
2008,21,alle,alle,0.78,sysselsatte_kjonn_land,prosent
2008,22,1,0,0.70,sysselsatte_kjonn_land,prosent
2008,22,1,1,0.85,sysselsatte_kjonn_land,prosent
2008,22,1,alle,0.78,sysselsatte_kjonn_land,prosent
2008,22,2,0,0.62,sysselsatte_kjonn_land,prosent
2008,22,2,1,0.79,sysselsatte_kjonn_land,prosent
2008,22,2,alle,0.70,sysselsatte_kjonn_land,prosent
2008,22,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,22,alle,1,0.79,sysselsatte_kjonn_land,prosent
2008,22,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,23,1,0,0.63,sysselsatte_kjonn_land,prosent
2008,23,1,1,0.77,sysselsatte_kjonn_land,prosent
2008,23,1,alle,0.70,sysselsatte_kjonn_land,prosent
2008,23,2,0,0.47,sysselsatte_kjonn_land,prosent
2008,23,2,1,0.61,sysselsatte_kjonn_land,prosent
2008,23,2,alle,0.53,sysselsatte_kjonn_land,prosent
2008,23,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,23,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,23,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,24,1,0,0.69,sysselsatte_kjonn_land,prosent
2008,24,1,1,0.77,sysselsatte_kjonn_land,prosent
2008,24,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,24,2,0,0.58,sysselsatte_kjonn_land,prosent
2008,24,2,1,0.64,sysselsatte_kjonn_land,prosent
2008,24,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,24,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,24,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,24,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,25,1,0,0.65,sysselsatte_kjonn_land,prosent
2008,25,1,1,0.75,sysselsatte_kjonn_land,prosent
2008,25,1,alle,0.71,sysselsatte_kjonn_land,prosent
2008,25,2,0,0.53,sysselsatte_kjonn_land,prosent
2008,25,2,1,0.60,sysselsatte_kjonn_land,prosent
2008,25,2,alle,0.56,sysselsatte_kjonn_land,prosent
2008,25,alle,0,0.66,sysselsatte_kjonn_land,prosent
2008,25,alle,1,0.72,sysselsatte_kjonn_land,prosent
2008,25,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,26,1,0,0.65,sysselsatte_kjonn_land,prosent
2008,26,1,1,0.74,sysselsatte_kjonn_land,prosent
2008,26,1,alle,0.70,sysselsatte_kjonn_land,prosent
2008,26,2,0,0.51,sysselsatte_kjonn_land,prosent
2008,26,2,1,0.61,sysselsatte_kjonn_land,prosent
2008,26,2,alle,0.56,sysselsatte_kjonn_land,prosent
2008,26,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,26,alle,1,0.73,sysselsatte_kjonn_land,prosent
2008,26,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,27,1,0,0.60,sysselsatte_kjonn_land,prosent
2008,27,1,1,0.73,sysselsatte_kjonn_land,prosent
2008,27,1,alle,0.67,sysselsatte_kjonn_land,prosent
2008,27,2,0,0.50,sysselsatte_kjonn_land,prosent
2008,27,2,1,0.57,sysselsatte_kjonn_land,prosent
2008,27,2,alle,0.53,sysselsatte_kjonn_land,prosent
2008,27,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,27,alle,1,0.71,sysselsatte_kjonn_land,prosent
2008,27,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2008,28,1,0,0.60,sysselsatte_kjonn_land,prosent
2008,28,1,1,0.68,sysselsatte_kjonn_land,prosent
2008,28,1,alle,0.64,sysselsatte_kjonn_land,prosent
2008,28,2,0,0.46,sysselsatte_kjonn_land,prosent
2008,28,2,1,0.43,sysselsatte_kjonn_land,prosent
2008,28,2,alle,0.45,sysselsatte_kjonn_land,prosent
2008,28,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,28,alle,1,0.71,sysselsatte_kjonn_land,prosent
2008,28,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2008,29,1,0,0.66,sysselsatte_kjonn_land,prosent
2008,29,1,1,0.73,sysselsatte_kjonn_land,prosent
2008,29,1,alle,0.70,sysselsatte_kjonn_land,prosent
2008,29,2,0,0.59,sysselsatte_kjonn_land,prosent
2008,29,2,1,0.66,sysselsatte_kjonn_land,prosent
2008,29,2,alle,0.62,sysselsatte_kjonn_land,prosent
2008,29,alle,0,0.67,sysselsatte_kjonn_land,prosent
2008,29,alle,1,0.72,sysselsatte_kjonn_land,prosent
2008,29,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2008,30,1,0,0.67,sysselsatte_kjonn_land,prosent
2008,30,1,1,0.82,sysselsatte_kjonn_land,prosent
2008,30,1,alle,0.75,sysselsatte_kjonn_land,prosent
2008,30,2,0,0.65,sysselsatte_kjonn_land,prosent
2008,30,2,1,0.64,sysselsatte_kjonn_land,prosent
2008,30,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,30,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,30,alle,1,0.78,sysselsatte_kjonn_land,prosent
2008,30,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,31,1,0,0.66,sysselsatte_kjonn_land,prosent
2008,31,1,1,0.83,sysselsatte_kjonn_land,prosent
2008,31,1,alle,0.75,sysselsatte_kjonn_land,prosent
2008,31,2,0,0.41,sysselsatte_kjonn_land,prosent
2008,31,2,1,0.64,sysselsatte_kjonn_land,prosent
2008,31,2,alle,0.52,sysselsatte_kjonn_land,prosent
2008,31,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,31,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,31,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,32,1,0,0.63,sysselsatte_kjonn_land,prosent
2008,32,1,1,0.71,sysselsatte_kjonn_land,prosent
2008,32,1,alle,0.67,sysselsatte_kjonn_land,prosent
2008,32,2,0,0.50,sysselsatte_kjonn_land,prosent
2008,32,2,1,0.59,sysselsatte_kjonn_land,prosent
2008,32,2,alle,0.54,sysselsatte_kjonn_land,prosent
2008,32,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,32,alle,1,0.71,sysselsatte_kjonn_land,prosent
2008,32,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2008,33,1,0,0.61,sysselsatte_kjonn_land,prosent
2008,33,1,1,0.76,sysselsatte_kjonn_land,prosent
2008,33,1,alle,0.69,sysselsatte_kjonn_land,prosent
2008,33,2,0,0.52,sysselsatte_kjonn_land,prosent
2008,33,2,1,0.61,sysselsatte_kjonn_land,prosent
2008,33,2,alle,0.56,sysselsatte_kjonn_land,prosent
2008,33,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,33,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,33,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,34,1,0,0.57,sysselsatte_kjonn_land,prosent
2008,34,1,1,0.74,sysselsatte_kjonn_land,prosent
2008,34,1,alle,0.67,sysselsatte_kjonn_land,prosent
2008,34,2,0,0.46,sysselsatte_kjonn_land,prosent
2008,34,2,1,0.60,sysselsatte_kjonn_land,prosent
2008,34,2,alle,0.52,sysselsatte_kjonn_land,prosent
2008,34,alle,0,0.66,sysselsatte_kjonn_land,prosent
2008,34,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,34,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,35,1,0,0.63,sysselsatte_kjonn_land,prosent
2008,35,1,1,0.76,sysselsatte_kjonn_land,prosent
2008,35,1,alle,0.70,sysselsatte_kjonn_land,prosent
2008,35,2,0,0.54,sysselsatte_kjonn_land,prosent
2008,35,2,1,0.64,sysselsatte_kjonn_land,prosent
2008,35,2,alle,0.59,sysselsatte_kjonn_land,prosent
2008,35,alle,0,0.66,sysselsatte_kjonn_land,prosent
2008,35,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,35,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,36,1,0,0.68,sysselsatte_kjonn_land,prosent
2008,36,1,1,0.82,sysselsatte_kjonn_land,prosent
2008,36,1,alle,0.78,sysselsatte_kjonn_land,prosent
2008,36,2,0,0.58,sysselsatte_kjonn_land,prosent
2008,36,2,1,0.73,sysselsatte_kjonn_land,prosent
2008,36,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,36,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,36,alle,1,0.79,sysselsatte_kjonn_land,prosent
2008,36,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,37,1,0,0.66,sysselsatte_kjonn_land,prosent
2008,37,1,1,0.75,sysselsatte_kjonn_land,prosent
2008,37,1,alle,0.72,sysselsatte_kjonn_land,prosent
2008,37,2,0,0.55,sysselsatte_kjonn_land,prosent
2008,37,2,1,0.69,sysselsatte_kjonn_land,prosent
2008,37,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,37,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,37,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,37,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,38,1,0,0.73,sysselsatte_kjonn_land,prosent
2008,38,1,1,0.82,sysselsatte_kjonn_land,prosent
2008,38,1,alle,0.78,sysselsatte_kjonn_land,prosent
2008,38,2,0,0.70,sysselsatte_kjonn_land,prosent
2008,38,2,1,0.69,sysselsatte_kjonn_land,prosent
2008,38,2,alle,0.69,sysselsatte_kjonn_land,prosent
2008,38,alle,0,0.75,sysselsatte_kjonn_land,prosent
2008,38,alle,1,0.79,sysselsatte_kjonn_land,prosent
2008,38,alle,alle,0.77,sysselsatte_kjonn_land,prosent
2008,39,1,0,0.69,sysselsatte_kjonn_land,prosent
2008,39,1,1,0.82,sysselsatte_kjonn_land,prosent
2008,39,1,alle,0.77,sysselsatte_kjonn_land,prosent
2008,39,2,0,0.57,sysselsatte_kjonn_land,prosent
2008,39,2,1,0.71,sysselsatte_kjonn_land,prosent
2008,39,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,39,alle,0,0.72,sysselsatte_kjonn_land,prosent
2008,39,alle,1,0.79,sysselsatte_kjonn_land,prosent
2008,39,alle,alle,0.76,sysselsatte_kjonn_land,prosent
2008,40,1,0,0.70,sysselsatte_kjonn_land,prosent
2008,40,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,40,1,alle,0.75,sysselsatte_kjonn_land,prosent
2008,40,2,0,0.54,sysselsatte_kjonn_land,prosent
2008,40,2,1,0.62,sysselsatte_kjonn_land,prosent
2008,40,2,alle,0.58,sysselsatte_kjonn_land,prosent
2008,40,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,40,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,40,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,41,1,0,0.68,sysselsatte_kjonn_land,prosent
2008,41,1,1,0.80,sysselsatte_kjonn_land,prosent
2008,41,1,alle,0.76,sysselsatte_kjonn_land,prosent
2008,41,2,0,0.59,sysselsatte_kjonn_land,prosent
2008,41,2,1,0.62,sysselsatte_kjonn_land,prosent
2008,41,2,alle,0.60,sysselsatte_kjonn_land,prosent
2008,41,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,41,alle,1,0.78,sysselsatte_kjonn_land,prosent
2008,41,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,42,1,0,0.73,sysselsatte_kjonn_land,prosent
2008,42,1,1,0.84,sysselsatte_kjonn_land,prosent
2008,42,1,alle,0.79,sysselsatte_kjonn_land,prosent
2008,42,2,0,0.68,sysselsatte_kjonn_land,prosent
2008,42,2,1,0.58,sysselsatte_kjonn_land,prosent
2008,42,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,42,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,42,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,42,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,43,1,0,0.70,sysselsatte_kjonn_land,prosent
2008,43,1,1,0.80,sysselsatte_kjonn_land,prosent
2008,43,1,alle,0.76,sysselsatte_kjonn_land,prosent
2008,43,2,0,0.58,sysselsatte_kjonn_land,prosent
2008,43,2,1,0.51,sysselsatte_kjonn_land,prosent
2008,43,2,alle,0.54,sysselsatte_kjonn_land,prosent
2008,43,alle,0,0.72,sysselsatte_kjonn_land,prosent
2008,43,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,43,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,44,1,0,0.62,sysselsatte_kjonn_land,prosent
2008,44,1,1,0.80,sysselsatte_kjonn_land,prosent
2008,44,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,44,2,0,0.64,sysselsatte_kjonn_land,prosent
2008,44,2,1,0.64,sysselsatte_kjonn_land,prosent
2008,44,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,44,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,44,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,44,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,45,1,0,0.61,sysselsatte_kjonn_land,prosent
2008,45,1,1,0.86,sysselsatte_kjonn_land,prosent
2008,45,1,alle,0.76,sysselsatte_kjonn_land,prosent
2008,45,2,0,0.67,sysselsatte_kjonn_land,prosent
2008,45,2,1,0.61,sysselsatte_kjonn_land,prosent
2008,45,2,alle,0.65,sysselsatte_kjonn_land,prosent
2008,45,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,45,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,45,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,46,1,0,0.70,sysselsatte_kjonn_land,prosent
2008,46,1,1,0.85,sysselsatte_kjonn_land,prosent
2008,46,1,alle,0.79,sysselsatte_kjonn_land,prosent
2008,46,2,0,0.58,sysselsatte_kjonn_land,prosent
2008,46,2,1,0.74,sysselsatte_kjonn_land,prosent
2008,46,2,alle,0.65,sysselsatte_kjonn_land,prosent
2008,46,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,46,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,46,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,47,1,0,0.68,sysselsatte_kjonn_land,prosent
2008,47,1,1,0.77,sysselsatte_kjonn_land,prosent
2008,47,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,47,2,0,0.57,sysselsatte_kjonn_land,prosent
2008,47,2,1,0.59,sysselsatte_kjonn_land,prosent
2008,47,2,alle,0.57,sysselsatte_kjonn_land,prosent
2008,47,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,47,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,47,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,48,1,0,0.65,sysselsatte_kjonn_land,prosent
2008,48,1,1,0.83,sysselsatte_kjonn_land,prosent
2008,48,1,alle,0.76,sysselsatte_kjonn_land,prosent
2008,48,2,0,0.66,sysselsatte_kjonn_land,prosent
2008,48,2,1,0.68,sysselsatte_kjonn_land,prosent
2008,48,2,alle,0.67,sysselsatte_kjonn_land,prosent
2008,48,alle,0,0.69,sysselsatte_kjonn_land,prosent
2008,48,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,48,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,49,1,0,0.71,sysselsatte_kjonn_land,prosent
2008,49,1,1,0.82,sysselsatte_kjonn_land,prosent
2008,49,1,alle,0.77,sysselsatte_kjonn_land,prosent
2008,49,2,0,0.57,sysselsatte_kjonn_land,prosent
2008,49,2,1,0.68,sysselsatte_kjonn_land,prosent
2008,49,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,49,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,49,alle,1,0.78,sysselsatte_kjonn_land,prosent
2008,49,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,50,1,0,0.77,sysselsatte_kjonn_land,prosent
2008,50,1,1,0.87,sysselsatte_kjonn_land,prosent
2008,50,1,alle,0.82,sysselsatte_kjonn_land,prosent
2008,50,2,0,0.66,sysselsatte_kjonn_land,prosent
2008,50,2,1,0.71,sysselsatte_kjonn_land,prosent
2008,50,2,alle,0.68,sysselsatte_kjonn_land,prosent
2008,50,alle,0,0.73,sysselsatte_kjonn_land,prosent
2008,50,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,50,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,51,1,0,0.73,sysselsatte_kjonn_land,prosent
2008,51,1,1,0.85,sysselsatte_kjonn_land,prosent
2008,51,1,alle,0.80,sysselsatte_kjonn_land,prosent
2008,51,2,0,0.60,sysselsatte_kjonn_land,prosent
2008,51,2,1,0.67,sysselsatte_kjonn_land,prosent
2008,51,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,51,alle,0,0.75,sysselsatte_kjonn_land,prosent
2008,51,alle,1,0.79,sysselsatte_kjonn_land,prosent
2008,51,alle,alle,0.77,sysselsatte_kjonn_land,prosent
2008,52,1,0,0.71,sysselsatte_kjonn_land,prosent
2008,52,1,1,0.80,sysselsatte_kjonn_land,prosent
2008,52,1,alle,0.76,sysselsatte_kjonn_land,prosent
2008,52,2,0,0.52,sysselsatte_kjonn_land,prosent
2008,52,2,1,0.60,sysselsatte_kjonn_land,prosent
2008,52,2,alle,0.55,sysselsatte_kjonn_land,prosent
2008,52,alle,0,0.67,sysselsatte_kjonn_land,prosent
2008,52,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,52,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2008,53,1,0,0.72,sysselsatte_kjonn_land,prosent
2008,53,1,1,0.85,sysselsatte_kjonn_land,prosent
2008,53,1,alle,0.80,sysselsatte_kjonn_land,prosent
2008,53,2,0,0.64,sysselsatte_kjonn_land,prosent
2008,53,2,1,0.72,sysselsatte_kjonn_land,prosent
2008,53,2,alle,0.67,sysselsatte_kjonn_land,prosent
2008,53,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,53,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,53,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,54,1,0,0.79,sysselsatte_kjonn_land,prosent
2008,54,1,1,0.82,sysselsatte_kjonn_land,prosent
2008,54,1,alle,0.81,sysselsatte_kjonn_land,prosent
2008,54,2,0,0.73,sysselsatte_kjonn_land,prosent
2008,54,2,1,0.80,sysselsatte_kjonn_land,prosent
2008,54,2,alle,0.77,sysselsatte_kjonn_land,prosent
2008,54,alle,0,0.75,sysselsatte_kjonn_land,prosent
2008,54,alle,1,0.80,sysselsatte_kjonn_land,prosent
2008,54,alle,alle,0.78,sysselsatte_kjonn_land,prosent
2008,55,1,0,0.66,sysselsatte_kjonn_land,prosent
2008,55,1,1,0.86,sysselsatte_kjonn_land,prosent
2008,55,1,alle,0.78,sysselsatte_kjonn_land,prosent
2008,55,2,0,0.61,sysselsatte_kjonn_land,prosent
2008,55,2,1,0.60,sysselsatte_kjonn_land,prosent
2008,55,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,55,alle,0,0.69,sysselsatte_kjonn_land,prosent
2008,55,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,55,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,56,1,0,0.68,sysselsatte_kjonn_land,prosent
2008,56,1,1,0.84,sysselsatte_kjonn_land,prosent
2008,56,1,alle,0.78,sysselsatte_kjonn_land,prosent
2008,56,2,0,0.66,sysselsatte_kjonn_land,prosent
2008,56,2,1,0.71,sysselsatte_kjonn_land,prosent
2008,56,2,alle,0.68,sysselsatte_kjonn_land,prosent
2008,56,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,56,alle,1,0.78,sysselsatte_kjonn_land,prosent
2008,56,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,57,1,0,0.66,sysselsatte_kjonn_land,prosent
2008,57,1,1,0.79,sysselsatte_kjonn_land,prosent
2008,57,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,57,2,0,0.53,sysselsatte_kjonn_land,prosent
2008,57,2,1,0.65,sysselsatte_kjonn_land,prosent
2008,57,2,alle,0.56,sysselsatte_kjonn_land,prosent
2008,57,alle,0,0.64,sysselsatte_kjonn_land,prosent
2008,57,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,57,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,58,1,0,0.83,sysselsatte_kjonn_land,prosent
2008,58,1,1,0.79,sysselsatte_kjonn_land,prosent
2008,58,1,alle,0.81,sysselsatte_kjonn_land,prosent
2008,58,2,0,0.81,sysselsatte_kjonn_land,prosent
2008,58,2,1,0.72,sysselsatte_kjonn_land,prosent
2008,58,2,alle,0.79,sysselsatte_kjonn_land,prosent
2008,58,alle,0,0.67,sysselsatte_kjonn_land,prosent
2008,58,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,58,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,59,1,0,0.77,sysselsatte_kjonn_land,prosent
2008,59,1,1,0.81,sysselsatte_kjonn_land,prosent
2008,59,1,alle,0.79,sysselsatte_kjonn_land,prosent
2008,59,2,0,0.55,sysselsatte_kjonn_land,prosent
2008,59,2,1,0.67,sysselsatte_kjonn_land,prosent
2008,59,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,59,alle,0,0.72,sysselsatte_kjonn_land,prosent
2008,59,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,59,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,60,1,0,0.57,sysselsatte_kjonn_land,prosent
2008,60,1,1,0.77,sysselsatte_kjonn_land,prosent
2008,60,1,alle,0.68,sysselsatte_kjonn_land,prosent
2008,60,2,0,0.58,sysselsatte_kjonn_land,prosent
2008,60,2,1,0.60,sysselsatte_kjonn_land,prosent
2008,60,2,alle,0.59,sysselsatte_kjonn_land,prosent
2008,60,alle,0,0.67,sysselsatte_kjonn_land,prosent
2008,60,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,60,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,61,1,0,0.70,sysselsatte_kjonn_land,prosent
2008,61,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,61,1,alle,0.75,sysselsatte_kjonn_land,prosent
2008,61,2,0,0.51,sysselsatte_kjonn_land,prosent
2008,61,2,1,0.59,sysselsatte_kjonn_land,prosent
2008,61,2,alle,0.55,sysselsatte_kjonn_land,prosent
2008,61,alle,0,0.69,sysselsatte_kjonn_land,prosent
2008,61,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,61,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,62,1,0,0.78,sysselsatte_kjonn_land,prosent
2008,62,1,1,0.83,sysselsatte_kjonn_land,prosent
2008,62,1,alle,0.80,sysselsatte_kjonn_land,prosent
2008,62,2,0,0.78,sysselsatte_kjonn_land,prosent
2008,62,2,1,0.80,sysselsatte_kjonn_land,prosent
2008,62,2,alle,0.79,sysselsatte_kjonn_land,prosent
2008,62,alle,0,0.73,sysselsatte_kjonn_land,prosent
2008,62,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,62,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,63,1,0,0.62,sysselsatte_kjonn_land,prosent
2008,63,1,1,0.72,sysselsatte_kjonn_land,prosent
2008,63,1,alle,0.67,sysselsatte_kjonn_land,prosent
2008,63,2,0,0.54,sysselsatte_kjonn_land,prosent
2008,63,2,1,0.65,sysselsatte_kjonn_land,prosent
2008,63,2,alle,0.58,sysselsatte_kjonn_land,prosent
2008,63,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,63,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,63,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,64,1,0,0.69,sysselsatte_kjonn_land,prosent
2008,64,1,1,0.71,sysselsatte_kjonn_land,prosent
2008,64,1,alle,0.71,sysselsatte_kjonn_land,prosent
2008,64,2,0,0.43,sysselsatte_kjonn_land,prosent
2008,64,2,1,0.52,sysselsatte_kjonn_land,prosent
2008,64,2,alle,0.47,sysselsatte_kjonn_land,prosent
2008,64,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,64,alle,1,0.72,sysselsatte_kjonn_land,prosent
2008,64,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,65,1,0,0.68,sysselsatte_kjonn_land,prosent
2008,65,1,1,0.81,sysselsatte_kjonn_land,prosent
2008,65,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,65,2,0,0.59,sysselsatte_kjonn_land,prosent
2008,65,2,1,0.65,sysselsatte_kjonn_land,prosent
2008,65,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,65,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,65,alle,1,0.78,sysselsatte_kjonn_land,prosent
2008,65,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,66,1,0,0.67,sysselsatte_kjonn_land,prosent
2008,66,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,66,1,alle,0.73,sysselsatte_kjonn_land,prosent
2008,66,2,0,0.60,sysselsatte_kjonn_land,prosent
2008,66,2,1,0.75,sysselsatte_kjonn_land,prosent
2008,66,2,alle,0.63,sysselsatte_kjonn_land,prosent
2008,66,alle,0,0.66,sysselsatte_kjonn_land,prosent
2008,66,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,66,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2008,67,1,0,0.69,sysselsatte_kjonn_land,prosent
2008,67,1,1,0.85,sysselsatte_kjonn_land,prosent
2008,67,1,alle,0.77,sysselsatte_kjonn_land,prosent
2008,67,2,0,0.52,sysselsatte_kjonn_land,prosent
2008,67,2,1,0.54,sysselsatte_kjonn_land,prosent
2008,67,2,alle,0.53,sysselsatte_kjonn_land,prosent
2008,67,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,67,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,67,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,68,1,0,0.72,sysselsatte_kjonn_land,prosent
2008,68,1,1,0.74,sysselsatte_kjonn_land,prosent
2008,68,1,alle,0.73,sysselsatte_kjonn_land,prosent
2008,68,2,0,0.57,sysselsatte_kjonn_land,prosent
2008,68,2,1,0.51,sysselsatte_kjonn_land,prosent
2008,68,2,alle,0.55,sysselsatte_kjonn_land,prosent
2008,68,alle,0,0.66,sysselsatte_kjonn_land,prosent
2008,68,alle,1,0.72,sysselsatte_kjonn_land,prosent
2008,68,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,69,1,0,0.71,sysselsatte_kjonn_land,prosent
2008,69,1,1,0.74,sysselsatte_kjonn_land,prosent
2008,69,1,alle,0.73,sysselsatte_kjonn_land,prosent
2008,69,2,0,0.46,sysselsatte_kjonn_land,prosent
2008,69,2,1,0.50,sysselsatte_kjonn_land,prosent
2008,69,2,alle,0.47,sysselsatte_kjonn_land,prosent
2008,69,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,69,alle,1,0.70,sysselsatte_kjonn_land,prosent
2008,69,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2008,70,1,0,0.91,sysselsatte_kjonn_land,prosent
2008,70,1,1,0.91,sysselsatte_kjonn_land,prosent
2008,70,1,alle,0.91,sysselsatte_kjonn_land,prosent
